"","WT_1411","WT_1601","WT_1710","KO_1411","KO_1601","KO_1710"
"ENSMUSG00000024750.11",1485,1538,959,1027,1445,360
"ENSMUSG00000024754.13",109,97,72,59,97,19
"ENSMUSG00000024757.7",19,11,11,1,15,2
"ENSMUSG00000024758.15",9309,10535,5603,6729,8637,2535
"ENSMUSG00000024759.14",2358,2752,1563,2018,2527,694
"ENSMUSG00000024761.3",8,7,4,5,9,4
"ENSMUSG00000024764.10",1423,1415,894,836,1225,301
"ENSMUSG00000024766.15",4,8,0,7,5,4
"ENSMUSG00000024767.11",2807,2829,1587,1510,2187,607
"ENSMUSG00000024768.5",0,2,0,0,0,0
"ENSMUSG00000024769.7",16,13,9,11,19,5
"ENSMUSG00000024770.14",0,1,0,1,0,0
"ENSMUSG00000024771.7",4,4,3,0,1,0
"ENSMUSG00000024772.9",35,29,17,14,27,8
"ENSMUSG00000024773.15",275,262,193,159,241,49
"ENSMUSG00000024774.16",14,9,8,6,15,1
"ENSMUSG00000024776.17",1012,1086,592,713,967,277
"ENSMUSG00000024777.10",18,12,9,6,15,4
"ENSMUSG00000024778.13",2414,2270,1332,1098,1710,454
"ENSMUSG00000024780.7",668,625,426,428,663,151
"ENSMUSG00000024781.16",7574,7465,4393,6495,9619,2543
"ENSMUSG00000024782.7",1063,1006,631,774,1191,296
"ENSMUSG00000024784.13",0,0,0,0,0,0
"ENSMUSG00000024785.7",446,413,281,264,415,95
"ENSMUSG00000024786.9",0,0,0,0,0,0
"ENSMUSG00000024787.14",305,258,155,145,256,68
"ENSMUSG00000024789.13",1026,1049,639,657,936,239
"ENSMUSG00000024790.8",201,204,118,131,188,52
"ENSMUSG00000024791.10",904,1003,689,591,782,173
"ENSMUSG00000024792.9",343,384,177,194,249,87
"ENSMUSG00000024793.14",44,51,30,29,36,10
"ENSMUSG00000024795.11",2678,3151,2064,1856,2336,547
"ENSMUSG00000024797.14",806,749,454,400,630,163
"ENSMUSG00000024798.15",4,9,5,8,6,1
"ENSMUSG00000024799.16",48,67,29,31,29,13
"ENSMUSG00000024800.8",564,687,400,414,498,133
"ENSMUSG00000024803.9",0,1,0,0,0,0
"ENSMUSG00000024805.16",521,547,312,401,557,153
"ENSMUSG00000024806.4",0,0,1,0,0,0
"ENSMUSG00000024807.18",1587,1764,949,848,1108,322
"ENSMUSG00000024810.16",8,10,1,4,4,3
"ENSMUSG00000024811.11",3593,3633,2166,1993,2874,750
"ENSMUSG00000024812.11",71,76,43,41,55,16
"ENSMUSG00000024815.5",1,0,0,0,0,0
"ENSMUSG00000024816.12",3682,3116,2010,1879,3257,792
"ENSMUSG00000024817.13",2003,2110,1368,1576,2184,521
"ENSMUSG00000024818.15",208,210,127,132,190,49
"ENSMUSG00000024824.7",88,81,57,47,74,16
"ENSMUSG00000024826.15",3153,3043,1718,1643,2494,687
"ENSMUSG00000024827.10",5,3,3,0,3,0
"ENSMUSG00000024829.12",467,508,291,320,428,117
"ENSMUSG00000024830.17",34,53,31,48,47,12
"ENSMUSG00000024831.14",515,518,300,308,447,121
"ENSMUSG00000024833.15",1732,1878,1138,1225,1650,423
"ENSMUSG00000024835.15",733,688,394,445,696,190
"ENSMUSG00000024837.15",0,0,0,0,0,0
"ENSMUSG00000024841.8",826,794,515,467,706,169
"ENSMUSG00000024842.8",16,1,12,1,6,1
"ENSMUSG00000024843.15",555,622,395,418,546,132
"ENSMUSG00000024844.15",3515,3328,2031,1831,2824,721
"ENSMUSG00000024845.17",17,22,12,22,24,7
"ENSMUSG00000024846.6",99,74,55,23,50,10
"ENSMUSG00000024847.15",196,168,103,116,199,52
"ENSMUSG00000024851.14",65,43,33,20,49,10
"ENSMUSG00000024853.10",10727,10543,6236,5930,8806,2317
"ENSMUSG00000024854.4",0,0,0,0,0,0
"ENSMUSG00000024855.10",1598,1482,897,830,1310,338
"ENSMUSG00000024856.10",103,83,45,47,91,28
"ENSMUSG00000024857.16",0,0,0,0,0,0
"ENSMUSG00000024858.14",6306,6020,3514,4375,6704,1786
"ENSMUSG00000024862.16",230,178,125,79,154,35
"ENSMUSG00000024863.6",0,2,0,0,5,1
"ENSMUSG00000024866.10",12,13,12,11,13,1
"ENSMUSG00000024867.14",169,177,93,69,96,30
"ENSMUSG00000024868.8",0,0,0,0,2,0
"ENSMUSG00000024869.10",1,2,2,0,2,0
"ENSMUSG00000024870.6",2845,2825,1573,1697,2497,697
"ENSMUSG00000024871.11",0,1,1,0,2,0
"ENSMUSG00000024873.7",0,3,4,0,3,0
"ENSMUSG00000024875.5",345,379,195,212,280,86
"ENSMUSG00000024878.9",325,369,203,170,217,62
"ENSMUSG00000024883.8",8,9,5,4,6,2
"ENSMUSG00000024885.9",54,68,31,40,44,17
"ENSMUSG00000024887.10",137,172,116,170,203,44
"ENSMUSG00000024889.5",395,395,265,239,347,79
"ENSMUSG00000024891.6",25,26,15,13,18,6
"ENSMUSG00000024892.17",81,98,50,49,59,19
"ENSMUSG00000024896.9",316,338,179,222,302,90
"ENSMUSG00000024897.9",8,12,1,8,7,5
"ENSMUSG00000024899.7",677,524,353,547,1037,245
"ENSMUSG00000024900.5",3229,3192,1733,1801,2665,762
"ENSMUSG00000024901.15",7,8,4,0,1,1
"ENSMUSG00000024902.5",378,414,228,224,296,85
"ENSMUSG00000024903.10",0,1,0,0,3,0
"ENSMUSG00000024905.15",1,2,2,0,3,1
"ENSMUSG00000024906.10",502,502,244,244,358,116
"ENSMUSG00000024907.7",3,4,1,5,5,1
"ENSMUSG00000024908.15",8977,9017,5404,4522,6565,1705
"ENSMUSG00000024909.15",43,33,21,12,28,8
"ENSMUSG00000024910.5",906,788,534,247,416,95
"ENSMUSG00000024911.7",412,344,224,241,423,103
"ENSMUSG00000024912.6",0,0,1,0,0,0
"ENSMUSG00000024913.16",731,767,451,422,586,155
"ENSMUSG00000024914.16",1558,1287,782,730,1314,339
"ENSMUSG00000024921.17",2690,2679,1654,1691,2475,624
"ENSMUSG00000024922.2",4,4,2,0,1,2
"ENSMUSG00000024924.14",33,29,17,13,23,7
"ENSMUSG00000024925.11",660,628,376,301,464,121
"ENSMUSG00000024926.10",1091,1084,661,688,1009,258
"ENSMUSG00000024927.8",2012,1903,1096,1258,1948,526
"ENSMUSG00000024935.11",14,8,7,0,7,0
"ENSMUSG00000024936.8",1,10,6,0,0,0
"ENSMUSG00000024937.15",482,384,268,257,472,107
"ENSMUSG00000024939.6",0,0,0,0,0,0
"ENSMUSG00000024940.11",51,55,31,26,35,11
"ENSMUSG00000024941.9",945,837,553,497,818,193
"ENSMUSG00000024942.17",3379,3346,1887,2063,3044,840
"ENSMUSG00000024943.9",2582,2441,1757,1757,2688,578
"ENSMUSG00000024944.6",318,332,181,188,262,76
"ENSMUSG00000024947.17",177,157,71,84,145,51
"ENSMUSG00000024948.15",423,424,262,244,355,89
"ENSMUSG00000024949.17",1563,1620,829,1021,1436,436
"ENSMUSG00000024952.13",186,127,82,61,145,37
"ENSMUSG00000024953.17",1698,1321,769,684,1341,359
"ENSMUSG00000024955.14",203,200,117,123,182,49
"ENSMUSG00000024957.9",1,1,2,0,1,0
"ENSMUSG00000024958.13",34,35,22,31,44,11
"ENSMUSG00000024959.14",305,270,139,123,210,65
"ENSMUSG00000024960.9",237,231,115,150,226,72
"ENSMUSG00000024962.13",59,63,24,35,48,21
"ENSMUSG00000024963.12",54,60,37,29,36,9
"ENSMUSG00000024965.9",9757,8946,4795,4749,7665,2205
"ENSMUSG00000024966.9",8751,8633,5072,4718,6980,1848
"ENSMUSG00000024968.14",262,222,112,113,204,64
"ENSMUSG00000024969.15",2475,2517,1467,1452,2082,556
"ENSMUSG00000024970.5",512,478,270,296,467,130
"ENSMUSG00000024972.16",2,11,0,1,1,0
"ENSMUSG00000024973.16",0,2,0,0,0,0
"ENSMUSG00000024974.10",9182,9338,6031,5936,8505,2045
"ENSMUSG00000024975.13",10785,10856,7168,7928,11471,2696
"ENSMUSG00000024976.14",1087,1072,601,597,885,246
"ENSMUSG00000024978.11",410,422,249,192,272,72
"ENSMUSG00000024979.13",0,1,0,0,0,0
"ENSMUSG00000024981.6",1470,1646,984,977,1275,332
"ENSMUSG00000024982.10",308,349,213,211,271,68
"ENSMUSG00000024983.10",624,562,312,343,565,159
"ENSMUSG00000024985.19",92,124,63,86,92,29
"ENSMUSG00000024986.12",0,0,0,2,0,0
"ENSMUSG00000024987.6",4,7,0,0,9,0
"ENSMUSG00000024989.15",1278,1428,834,814,1063,283
"ENSMUSG00000024990.13",0,4,0,2,1,0
"ENSMUSG00000024991.8",15098,15131,9383,8042,11695,2934
"ENSMUSG00000024992.13",0,0,0,0,0,0
"ENSMUSG00000024993.15",281,305,171,160,214,60
"ENSMUSG00000024997.7",1462,1507,873,884,1250,337
"ENSMUSG00000024998.17",9,9,6,6,8,1
"ENSMUSG00000024999.7",921,914,556,492,723,185
"ENSMUSG00000025001.11",2224,2582,1708,1622,2065,478
"ENSMUSG00000025002.5",0,0,0,0,0,0
"ENSMUSG00000025003.6",0,0,0,0,0,0
"ENSMUSG00000025004.16",0,0,0,0,0,0
"ENSMUSG00000025006.17",293,361,199,250,296,84
"ENSMUSG00000025007.13",1633,1695,1044,1141,1602,404
"ENSMUSG00000025008.15",124,139,77,79,102,29
"ENSMUSG00000025010.14",99,110,78,66,87,17
"ENSMUSG00000025013.15",2,0,0,1,2,0
"ENSMUSG00000025014.13",63133,63672,37829,40837,59049,15461
"ENSMUSG00000025016.11",4175,4720,2882,2784,3608,917
"ENSMUSG00000025017.10",114,119,95,82,113,18
"ENSMUSG00000025019.17",1529,1511,925,867,1280,326
"ENSMUSG00000025020.11",0,7,6,8,7,1
"ENSMUSG00000025024.7",896,874,486,566,849,238
"ENSMUSG00000025025.14",393,333,228,189,326,75
"ENSMUSG00000025026.15",3366,3031,1945,1842,2984,726
"ENSMUSG00000025027.18",977,1044,565,653,888,257
"ENSMUSG00000025034.9",858,773,401,410,679,203
"ENSMUSG00000025035.9",773,769,474,570,834,211
"ENSMUSG00000025036.7",288,280,151,206,311,91
"ENSMUSG00000025037.6",268,310,191,164,207,51
"ENSMUSG00000025038.7",0,1,2,0,0,0
"ENSMUSG00000025040.13",689,744,389,506,681,204
"ENSMUSG00000025041.17",2435,2515,1585,1602,2261,557
"ENSMUSG00000025043.3",0,0,0,0,0,0
"ENSMUSG00000025044.16",39,32,19,18,34,10
"ENSMUSG00000025047.9",2345,2297,1223,1294,1937,564
"ENSMUSG00000025049.6",491,532,330,350,471,117
"ENSMUSG00000025050.8",298,276,195,200,313,68
"ENSMUSG00000025051.1",0,0,0,0,0,0
"ENSMUSG00000025056.4",0,0,0,0,1,0
"ENSMUSG00000025058.4",22,34,18,28,25,8
"ENSMUSG00000025059.16",379,471,296,340,405,98
"ENSMUSG00000025060.15",3867,4073,2384,2553,3534,940
"ENSMUSG00000025064.15",11,9,8,3,9,0
"ENSMUSG00000025066.10",3427,3291,2192,2111,3194,746
"ENSMUSG00000025068.8",349,302,191,107,184,46
"ENSMUSG00000025069.15",3,1,0,0,1,0
"ENSMUSG00000025075.14",0,0,0,0,0,0
"ENSMUSG00000025076.11",548,601,404,370,494,112
"ENSMUSG00000025077.13",48,54,30,29,37,11
"ENSMUSG00000025078.9",1035,1059,668,620,883,217
"ENSMUSG00000025081.13",1,2,0,2,2,0
"ENSMUSG00000025082.8",2,7,0,1,3,0
"ENSMUSG00000025083.18",23,21,5,7,14,10
"ENSMUSG00000025085.16",6466,7044,3670,3988,5316,1588
"ENSMUSG00000025086.13",256,289,175,220,285,73
"ENSMUSG00000025089.15",456,565,332,628,749,198
"ENSMUSG00000025090.9",0,0,0,0,0,0
"ENSMUSG00000025091.4",0,1,0,0,2,0
"ENSMUSG00000025092.7",20,12,9,0,8,1
"ENSMUSG00000025094.8",13,10,10,11,20,3
"ENSMUSG00000025102.14",287,290,162,155,225,64
"ENSMUSG00000025103.8",155,160,93,102,144,39
"ENSMUSG00000025104.13",288,316,172,201,266,77
"ENSMUSG00000025105.10",6,5,1,1,4,0
"ENSMUSG00000025127.15",0,0,0,0,0,0
"ENSMUSG00000025128.7",0,1,1,0,0,0
"ENSMUSG00000025129.2",1,2,3,1,4,0
"ENSMUSG00000025130.11",10005,9814,6122,5237,7780,1941
"ENSMUSG00000025132.13",12439,11386,7002,6958,11117,2818
"ENSMUSG00000025133.9",1681,1909,1087,1088,1396,382
"ENSMUSG00000025134.2",4214,3946,2676,2237,3467,796
"ENSMUSG00000025135.12",756,722,426,429,658,174
"ENSMUSG00000025137.15",743,641,353,344,600,170
"ENSMUSG00000025138.14",1082,1001,618,565,893,226
"ENSMUSG00000025139.14",1137,1127,606,506,746,217
"ENSMUSG00000025140.15",21,24,14,8,10,3
"ENSMUSG00000025141.3",0,1,0,2,0,1
"ENSMUSG00000025142.18",773,776,417,430,627,183
"ENSMUSG00000025144.17",586,591,385,362,522,124
"ENSMUSG00000025145.13",235,228,148,152,229,55
"ENSMUSG00000025147.7",1110,1058,691,551,842,200
"ENSMUSG00000025150.10",134,147,67,58,76,29
"ENSMUSG00000025151.16",381,375,238,169,251,61
"ENSMUSG00000025153.9",6638,7097,3855,3805,5179,1484
"ENSMUSG00000025154.15",1071,1243,754,648,818,209
"ENSMUSG00000025155.15",755,735,474,415,621,150
"ENSMUSG00000025156.17",168,159,94,86,133,36
"ENSMUSG00000025157.8",285,256,154,134,221,58
"ENSMUSG00000025158.7",128,159,102,120,142,34
"ENSMUSG00000025159.8",1372,1438,803,842,1170,327
"ENSMUSG00000025161.16",104,117,62,73,95,29
"ENSMUSG00000025162.18",2174,2174,1328,1427,2080,530
"ENSMUSG00000025163.6",551,596,328,137,183,53
"ENSMUSG00000025165.12",3,5,0,0,1,0
"ENSMUSG00000025169.6",124,124,71,78,113,32
"ENSMUSG00000025170.13",0,1,1,0,0,0
"ENSMUSG00000025171.2",80,69,51,31,54,11
"ENSMUSG00000025172.3",0,1,0,0,0,0
"ENSMUSG00000025173.13",418,441,242,275,380,109
"ENSMUSG00000025175.12",180,211,129,69,85,21
"ENSMUSG00000025176.14",0,2,0,0,0,0
"ENSMUSG00000025178.9",411,418,233,282,403,113
"ENSMUSG00000025184.10",1431,1401,894,854,1271,310
"ENSMUSG00000025185.14",6,4,4,5,10,2
"ENSMUSG00000025188.15",428,488,312,302,388,93
"ENSMUSG00000025189.9",11,16,7,6,5,4
"ENSMUSG00000025190.13",987,996,577,518,748,202
"ENSMUSG00000025192.13",489,486,299,269,396,100
"ENSMUSG00000025193.14",158,155,107,100,148,32
"ENSMUSG00000025194.5",4,5,2,1,0,1
"ENSMUSG00000025195.9",436,398,262,230,368,87
"ENSMUSG00000025196.4",0,0,0,0,0,0
"ENSMUSG00000025197.9",0,0,0,0,0,0
"ENSMUSG00000025198.16",250,273,201,194,261,51
"ENSMUSG00000025199.16",619,722,385,469,583,172
"ENSMUSG00000025200.7",495,517,319,308,430,108
"ENSMUSG00000025201.7",10,14,5,4,1,3
"ENSMUSG00000025202.8",1,1,2,1,1,1
"ENSMUSG00000025203.6",5470,5620,3013,3528,5008,1450
"ENSMUSG00000025204.10",1077,1055,505,577,867,279
"ENSMUSG00000025207.16",54,49,33,25,41,9
"ENSMUSG00000025208.9",593,536,254,286,476,155
"ENSMUSG00000025209.5",324,320,198,181,267,67
"ENSMUSG00000025212.17",484,463,273,340,520,138
"ENSMUSG00000025213.11",4,6,2,1,2,2
"ENSMUSG00000025215.10",0,0,0,0,0,0
"ENSMUSG00000025216.9",0,0,2,0,0,1
"ENSMUSG00000025217.15",687,709,434,512,722,183
"ENSMUSG00000025218.6",30,44,18,28,26,12
"ENSMUSG00000025219.13",0,1,1,0,1,0
"ENSMUSG00000025220.8",8535,9319,5317,5669,7569,2066
"ENSMUSG00000025221.16",10,7,4,0,5,2
"ENSMUSG00000025223.15",3626,3586,2142,2224,3281,855
"ENSMUSG00000025224.16",2549,2809,1525,1627,2146,617
"ENSMUSG00000025225.15",663,643,380,457,687,182
"ENSMUSG00000025226.11",74,58,40,32,61,14
"ENSMUSG00000025227.14",28,49,27,35,29,9
"ENSMUSG00000025228.5",4324,4560,2447,2496,3445,999
"ENSMUSG00000025229.15",0,0,0,0,0,0
"ENSMUSG00000025231.17",1150,1123,667,735,1099,288
"ENSMUSG00000025232.8",513,556,339,315,424,108
"ENSMUSG00000025234.11",2342,2358,1417,1516,2196,569
"ENSMUSG00000025235.8",324,357,183,226,297,91
"ENSMUSG00000025236.11",610,625,348,311,442,125
"ENSMUSG00000025237.16",362,326,222,224,361,83
"ENSMUSG00000025239.3",937,878,547,548,855,214
"ENSMUSG00000025240.10",1877,1950,1242,1306,1834,447
"ENSMUSG00000025241.16",685,659,386,413,628,168
"ENSMUSG00000025243.15",1,4,0,1,0,0
"ENSMUSG00000025245.14",795,887,528,437,571,149
"ENSMUSG00000025246.13",2211,2141,1422,1477,2219,519
"ENSMUSG00000025255.18",0,4,0,0,2,1
"ENSMUSG00000025257.5",19,32,17,29,26,8
"ENSMUSG00000025260.10",1184,1142,679,775,1174,308
"ENSMUSG00000025261.17",8639,9547,5184,4964,6533,1876
"ENSMUSG00000025262.8",248,293,142,187,227,75
"ENSMUSG00000025264.12",224,215,133,107,162,41
"ENSMUSG00000025265.14",38,45,30,41,51,11
"ENSMUSG00000025266.11",2333,2505,1483,1493,2027,533
"ENSMUSG00000025268.15",355,334,222,206,318,74
"ENSMUSG00000025269.16",482,575,322,373,456,127
"ENSMUSG00000025270.13",124,133,60,42,57,23
"ENSMUSG00000025271.13",28,29,22,24,33,6
"ENSMUSG00000025272.16",24,22,14,5,10,3
"ENSMUSG00000025277.14",106,110,49,52,74,28
"ENSMUSG00000025278.9",2844,2702,1728,1364,2092,509
"ENSMUSG00000025279.7",347,376,276,237,320,62
"ENSMUSG00000025280.8",1112,1083,677,630,944,235
"ENSMUSG00000025283.15",415,349,245,253,437,98
"ENSMUSG00000025287.15",798,785,445,406,604,166
"ENSMUSG00000025288.1",0,0,0,0,0,0
"ENSMUSG00000025289.15",686,722,486,437,606,138
"ENSMUSG00000025290.17",508,504,272,348,512,149
"ENSMUSG00000025314.16",278,325,208,248,312,74
"ENSMUSG00000025316.16",1554,1275,736,564,1035,280
"ENSMUSG00000025317.7",0,0,1,1,3,0
"ENSMUSG00000025318.13",0,0,0,0,0,0
"ENSMUSG00000025321.14",26,34,20,24,27,7
"ENSMUSG00000025323.10",1434,1439,816,921,1339,368
"ENSMUSG00000025324.8",1552,1724,945,929,1215,347
"ENSMUSG00000025326.12",3417,3668,2225,2140,2909,745
"ENSMUSG00000025328.9",128,93,71,51,105,22
"ENSMUSG00000025329.3",0,5,1,5,2,0
"ENSMUSG00000025330.6",348,366,211,244,338,92
"ENSMUSG00000025332.14",2868,2911,1667,1539,2211,601
"ENSMUSG00000025333.10",0,0,0,0,1,0
"ENSMUSG00000025337.10",1170,1069,668,705,1127,282
"ENSMUSG00000025340.14",607,568,348,337,527,135
"ENSMUSG00000025347.4",5,1,2,2,6,1
"ENSMUSG00000025348.9",6,6,0,2,4,1
"ENSMUSG00000025350.15",4,5,1,4,5,1
"ENSMUSG00000025351.14",98,106,58,46,62,18
"ENSMUSG00000025352.6",80,100,45,52,58,22
"ENSMUSG00000025353.5",355,402,199,201,256,83
"ENSMUSG00000025354.5",897,865,469,436,663,191
"ENSMUSG00000025355.7",13,11,6,1,8,3
"ENSMUSG00000025357.8",10301,9749,5665,6323,9784,2617
"ENSMUSG00000025358.16",3769,3783,2502,2023,2935,688
"ENSMUSG00000025359.10",7,13,9,13,11,2
"ENSMUSG00000025362.6",690,642,347,399,634,183
"ENSMUSG00000025364.13",6028,6456,3762,3633,4946,1321
"ENSMUSG00000025366.8",6099,6152,3507,3013,4360,1189
"ENSMUSG00000025369.15",4770,4379,2681,2573,4100,1044
"ENSMUSG00000025370.7",4,4,2,5,8,3
"ENSMUSG00000025371.12",394,350,179,161,274,85
"ENSMUSG00000025372.16",582,570,374,408,605,143
"ENSMUSG00000025373.14",684,540,415,425,772,159
"ENSMUSG00000025374.13",264,279,132,174,240,80
"ENSMUSG00000025375.15",8,10,4,4,5,3
"ENSMUSG00000025377.14",164,201,117,146,174,47
"ENSMUSG00000025380.2",0,2,2,0,2,0
"ENSMUSG00000025381.3",1122,1166,625,676,948,276
"ENSMUSG00000025383.2",8,8,5,4,7,1
"ENSMUSG00000025384.15",244,185,113,104,211,56
"ENSMUSG00000025386.2",0,2,1,0,3,0
"ENSMUSG00000025389.7",4,4,0,0,0,1
"ENSMUSG00000025393.12",31300,31034,18023,17845,26273,7034
"ENSMUSG00000025395.14",1231,1480,909,898,1102,277
"ENSMUSG00000025396.7",0,9,0,0,2,0
"ENSMUSG00000025400.11",7,5,0,0,3,1
"ENSMUSG00000025401.9",9,11,5,11,12,5
"ENSMUSG00000025402.12",915,710,487,622,1176,272
"ENSMUSG00000025403.5",2775,2781,1907,1613,2342,528
"ENSMUSG00000025404.15",561,600,324,359,489,142
"ENSMUSG00000025405.9",0,0,0,0,0,0
"ENSMUSG00000025407.7",0,0,0,0,0,0
"ENSMUSG00000025408.15",60,81,38,43,44,17
"ENSMUSG00000025409.14",285,280,176,160,238,59
"ENSMUSG00000025410.10",3016,2861,1573,1550,2400,677
"ENSMUSG00000025413.13",817,928,497,526,672,197
"ENSMUSG00000025417.8",542,524,315,347,524,136
"ENSMUSG00000025418.7",0,0,0,0,0,0
"ENSMUSG00000025420.13",0,5,2,7,0,1
"ENSMUSG00000025421.15",66,82,45,62,72,21
"ENSMUSG00000025422.10",2161,1823,1145,1019,1781,444
"ENSMUSG00000025423.16",696,696,517,358,519,104
"ENSMUSG00000025425.18",0,0,0,0,1,0
"ENSMUSG00000025427.15",4,0,0,0,0,0
"ENSMUSG00000025428.15",5808,6054,3771,3931,5502,1372
"ENSMUSG00000025429.9",55,57,30,23,33,11
"ENSMUSG00000025431.4",0,2,1,0,2,0
"ENSMUSG00000025432.11",23,25,14,19,26,8
"ENSMUSG00000025433.7",1,4,3,1,1,0
"ENSMUSG00000025436.12",54,59,26,40,54,20
"ENSMUSG00000025437.15",1794,2081,1103,1363,1706,504
"ENSMUSG00000025439.5",1263,1228,775,626,938,231
"ENSMUSG00000025450.4",0,0,0,0,0,0
"ENSMUSG00000025451.15",1631,1761,1029,968,1306,348
"ENSMUSG00000025453.18",10,8,5,4,8,2
"ENSMUSG00000025461.11",66,31,40,9,42,3
"ENSMUSG00000025464.15",19,29,14,12,8,4
"ENSMUSG00000025465.13",984,1094,607,746,976,275
"ENSMUSG00000025466.19",78,70,47,52,84,20
"ENSMUSG00000025467.8",9,8,6,0,2,0
"ENSMUSG00000025468.15",0,0,0,0,0,0
"ENSMUSG00000025469.10",0,0,0,0,0,0
"ENSMUSG00000025470.11",247,295,146,200,242,78
"ENSMUSG00000025473.16",127,140,91,80,106,24
"ENSMUSG00000025474.9",1096,1279,697,884,1103,317
"ENSMUSG00000025475.17",0,0,3,0,0,0
"ENSMUSG00000025477.14",100,91,79,65,102,15
"ENSMUSG00000025478.15",0,0,0,0,0,0
"ENSMUSG00000025479.9",6,14,5,7,3,1
"ENSMUSG00000025480.5",0,0,4,13,16,1
"ENSMUSG00000025481.12",7,7,1,0,1,1
"ENSMUSG00000025482.11",0,0,0,0,0,0
"ENSMUSG00000025484.9",39,52,23,32,34,14
"ENSMUSG00000025485.13",1210,1128,677,695,1091,284
"ENSMUSG00000025486.17",85,83,58,57,85,18
"ENSMUSG00000025487.15",4263,4475,2591,2437,3384,910
"ENSMUSG00000025488.9",0,18,0,0,3,0
"ENSMUSG00000025489.5",0,0,0,0,0,0
"ENSMUSG00000025491.14",18,21,11,11,12,5
"ENSMUSG00000025492.6",232,292,154,166,190,57
"ENSMUSG00000025494.8",498,485,286,286,430,114
"ENSMUSG00000025495.15",340,357,208,194,269,73
"ENSMUSG00000025496.5",0,0,0,0,0,0
"ENSMUSG00000025497.15",6,12,7,10,7,2
"ENSMUSG00000025498.15",390,374,237,195,297,73
"ENSMUSG00000025499.18",148,135,84,95,151,38
"ENSMUSG00000025500.12",5,2,0,2,7,1
"ENSMUSG00000025503.5",3880,3801,2191,2365,3527,952
"ENSMUSG00000025504.14",20,11,13,6,17,1
"ENSMUSG00000025505.16",124,122,81,80,118,27
"ENSMUSG00000025507.13",111,150,72,83,86,30
"ENSMUSG00000025508.13",1854,1704,1204,1102,1737,382
"ENSMUSG00000025509.15",860,824,549,544,825,192
"ENSMUSG00000025510.14",390,393,246,230,332,82
"ENSMUSG00000025511.14",69,93,56,54,58,14
"ENSMUSG00000025512.15",286,350,165,192,224,77
"ENSMUSG00000025515.15",0,1,0,0,2,0
"ENSMUSG00000025519.5",0,0,0,0,0,0
"ENSMUSG00000025521.15",136,132,76,76,114,32
"ENSMUSG00000025525.12",439,514,254,308,379,122
"ENSMUSG00000025527.9",0,0,0,0,0,0
"ENSMUSG00000025528.10",0,0,0,0,0,0
"ENSMUSG00000025529.14",19,27,16,22,22,6
"ENSMUSG00000025531.14",846,826,512,548,818,206
"ENSMUSG00000025532.13",615,609,357,383,564,150
"ENSMUSG00000025533.15",704,691,425,505,750,190
"ENSMUSG00000025534.17",827,778,505,400,620,148
"ENSMUSG00000025537.12",0,1,0,0,0,0
"ENSMUSG00000025538.15",265,300,136,155,196,70
"ENSMUSG00000025544.13",5046,6030,3511,3651,4484,1200
"ENSMUSG00000025545.10",95,123,64,58,63,20
"ENSMUSG00000025551.13",11,9,6,5,8,1
"ENSMUSG00000025555.14",36,38,21,19,26,8
"ENSMUSG00000025557.10",275,264,131,122,188,61
"ENSMUSG00000025558.19",324,330,230,179,255,55
"ENSMUSG00000025571.13",1957,1907,1042,927,1394,397
"ENSMUSG00000025572.17",1508,1584,835,795,1102,326
"ENSMUSG00000025573.4",3,1,2,3,5,1
"ENSMUSG00000025574.13",709,808,436,431,550,160
"ENSMUSG00000025575.14",801,780,428,504,758,216
"ENSMUSG00000025576.17",0,3,0,2,0,0
"ENSMUSG00000025577.7",459,446,220,237,359,114
"ENSMUSG00000025578.9",368,303,196,196,351,86
"ENSMUSG00000025579.14",970,1027,530,655,900,272
"ENSMUSG00000025580.15",3465,3609,1971,2170,3036,865
"ENSMUSG00000025582.4",1,6,0,1,3,0
"ENSMUSG00000025583.15",1645,1685,1064,789,1122,276
"ENSMUSG00000025584.17",17,18,12,13,18,4
"ENSMUSG00000025586.17",38,27,12,14,34,13
"ENSMUSG00000025588.4",0,0,0,0,0,0
"ENSMUSG00000025591.6",212,205,141,125,187,41
"ENSMUSG00000025592.17",17,12,9,9,19,5
"ENSMUSG00000025597.13",63,68,46,66,90,20
"ENSMUSG00000025602.13",25,14,15,4,15,1
"ENSMUSG00000025607.15",1715,2027,1023,1237,1513,471
"ENSMUSG00000025608.9",8,10,5,5,7,3
"ENSMUSG00000025609.15",2878,3000,1940,1823,2551,611
"ENSMUSG00000025610.7",4,3,2,3,6,1
"ENSMUSG00000025612.5",3509,3612,2261,2176,3083,765
"ENSMUSG00000025613.13",11989,12972,8046,7456,10073,2521
"ENSMUSG00000025616.14",824,787,526,474,721,167
"ENSMUSG00000025626.16",1848,2003,1273,1469,1981,483
"ENSMUSG00000025630.8",2422,2707,1690,2183,2864,710
"ENSMUSG00000025644.10",1,0,0,0,0,0
"ENSMUSG00000025645.8",306,314,160,177,252,79
"ENSMUSG00000025646.9",526,510,269,262,397,118
"ENSMUSG00000025647.16",2628,2639,1743,1967,2851,670
"ENSMUSG00000025648.18",102,102,50,84,123,40
"ENSMUSG00000025650.13",9,7,8,8,13,0
"ENSMUSG00000025651.14",990,1023,648,585,826,202
"ENSMUSG00000025652.6",0,0,0,0,0,0
"ENSMUSG00000025656.17",6,7,5,10,12,1
"ENSMUSG00000025658.16",0,1,0,0,0,0
