"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT014220","mmu","mmu","mmu-miR-181a-5p","Rassf2","0","0","0","0","1","0","0","0","1","1"
"MIRT014342","mmu","mmu","mmu-miR-181a-5p","Phactr2","0","0","0","0","1","0","0","0","1","1"
"MIRT014252","mmu","mmu","mmu-miR-181a-5p","Mfap3","0","0","0","0","1","0","0","0","1","1"
"MIRT014352","mmu","mmu","mmu-miR-181a-5p","Iba57","0","0","0","0","1","0","0","0","1","1"
"MIRT014417","mmu","mmu","mmu-miR-181a-5p","Taok1","0","0","0","0","1","0","0","0","1","1"
"MIRT014144","mmu","mmu","mmu-miR-181a-5p","Hlf","0","0","0","0","1","0","0","0","1","1"
"MIRT014350","mmu","mmu","mmu-miR-181a-5p","Rhbdf2","0","0","0","0","1","0","0","0","1","1"
"MIRT014249","mmu","mmu","mmu-miR-181a-5p","Dnajc27","0","0","0","0","1","0","0","0","1","1"
"MIRT014233","mmu","mmu","mmu-miR-181a-5p","Stxbp6","0","0","0","0","1","0","0","0","1","1"
"MIRT014161","mmu","mmu","mmu-miR-181a-5p","4933426M11Rik","0","0","0","0","1","0","0","0","1","1"
"MIRT014277","mmu","mmu","mmu-miR-181a-5p","Wdr41","0","0","0","0","1","0","0","0","1","1"
"MIRT014044","mmu","mmu","mmu-miR-181a-5p","Fcho2","0","0","0","0","1","0","0","0","1","1"
"MIRT014269","mmu","mmu","mmu-miR-181a-5p","Khnyn","0","0","0","0","1","0","0","0","1","1"
"MIRT014103","mmu","mmu","mmu-miR-181a-5p","Enpp4","0","0","0","0","1","0","0","0","1","1"
"MIRT014244","mmu","mmu","mmu-miR-181a-5p","Plcl2","0","0","0","0","1","0","0","0","1","1"
"MIRT014143","mmu","mmu","mmu-miR-181a-5p","Fbxo11","0","0","0","0","1","0","0","0","1","1"
"MIRT014438","mmu","mmu","mmu-miR-181a-5p","Rorb","0","0","0","0","1","0","0","0","1","1"
"MIRT014108","mmu","mmu","mmu-miR-181a-5p","Trpm3","0","0","0","0","1","0","0","0","1","1"
"MIRT014368","mmu","mmu","mmu-miR-181a-5p","Ermp1","0","0","0","0","1","0","0","0","1","1"
"MIRT014308","mmu","mmu","mmu-miR-181a-5p","Yod1","0","0","0","0","1","0","0","0","1","1"
"MIRT014402","mmu","mmu","mmu-miR-181a-5p","Zbtb41","0","0","0","0","1","0","0","0","1","1"
"MIRT014345","mmu","mmu","mmu-miR-181a-5p","Prrc2c","0","0","0","0","1","0","0","0","1","1"
"MIRT014408","mmu","mmu","mmu-miR-181a-5p","Lpgat1","0","0","0","0","1","0","0","0","1","1"
"MIRT014178","mmu","mmu","mmu-miR-181a-5p","Ctdsp1","0","0","0","0","1","0","0","0","1","1"
"MIRT014394","mmu","mmu","mmu-miR-181a-5p","Gigyf2","0","0","0","0","1","0","0","0","1","1"
"MIRT014422","mmu","mmu","mmu-miR-181a-5p","Ppip5k2","0","0","0","0","1","0","0","0","1","1"
"MIRT014339","mmu","mmu","mmu-miR-181a-5p","Epc2","0","0","0","0","1","0","0","0","1","1"
"MIRT014070","mmu","mmu","mmu-miR-181a-5p","Gca","0","0","0","0","1","0","0","0","1","1"
"MIRT014121","mmu","mmu","mmu-miR-181a-5p","Tlk1","0","0","0","0","1","0","0","0","1","1"
"MIRT014163","mmu","mmu","mmu-miR-181a-5p","Agps","0","0","0","0","1","0","0","0","1","1"
"MIRT014341","mmu","mmu","mmu-miR-181a-5p","Btbd3","0","0","0","0","1","0","0","0","1","1"
"MIRT014295","mmu","mmu","mmu-miR-181a-5p","Samd10","0","0","0","0","1","0","0","0","1","1"
"MIRT014232","mmu","mmu","mmu-miR-181a-5p","Fam160a1","0","0","0","0","1","0","0","0","1","1"
"MIRT014312","mmu","mmu","mmu-miR-181a-5p","Otud7b","0","0","0","0","1","0","0","0","1","1"
"MIRT014389","mmu","mmu","mmu-miR-181a-5p","Rsbn1","0","0","0","0","1","0","0","0","1","1"
"MIRT014175","mmu","mmu","mmu-miR-181a-5p","Slc25a51","0","0","0","0","1","0","0","0","1","1"
"MIRT014415","mmu","mmu","mmu-miR-181a-5p","Tmeff1","0","0","0","0","1","0","0","0","1","1"
"MIRT014333","mmu","mmu","mmu-miR-181a-5p","Ptbp3","0","0","0","0","1","0","0","0","1","1"
"MIRT014413","mmu","mmu","mmu-miR-181a-5p","Megf9","0","0","0","0","1","0","0","0","1","1"
"MIRT014015","mmu","mmu","mmu-miR-181a-5p","Atpaf1","0","0","0","0","1","0","0","0","1","1"
"MIRT014430","mmu","mmu","mmu-miR-181a-5p","Kmt2c","0","0","0","0","1","0","0","0","1","1"
"MIRT014271","mmu","mmu","mmu-miR-181a-5p","Ablim2","0","0","0","0","1","0","0","0","1","1"
"MIRT014058","mmu","mmu","mmu-miR-181a-5p","Parm1","0","0","0","0","1","0","0","0","1","1"
"MIRT014086","mmu","mmu","mmu-miR-181a-5p","Rpap2","0","0","0","0","1","0","0","0","1","1"
"MIRT014355","mmu","mmu","mmu-miR-181a-5p","Luzp2","0","0","0","0","1","0","0","0","1","1"
"MIRT014225","mmu","mmu","mmu-miR-181a-5p","Crebzf","0","0","0","0","1","0","0","0","1","1"
"MIRT014181","mmu","mmu","mmu-miR-181a-5p","Gpm6a","0","0","0","0","1","0","0","0","1","1"
"MIRT014294","mmu","mmu","mmu-miR-181a-5p","A330008L17Rik","0","0","0","0","1","0","0","0","1","1"
"MIRT014124","mmu","mmu","mmu-miR-181a-5p","Dync1li2","0","0","0","0","1","0","0","0","1","1"
"MIRT014347","mmu","mmu","mmu-miR-181a-5p","Sc5d","0","0","0","0","1","0","0","0","1","1"
"MIRT014306","mmu","mmu","mmu-miR-181a-5p","Slc17a5","0","0","0","0","1","0","0","0","1","1"
"MIRT014133","mmu","mmu","mmu-miR-181a-5p","Slc9a6","0","0","0","0","1","0","0","0","1","1"
"MIRT014037","mmu","mmu","mmu-miR-181a-5p","Lrp11","0","0","0","0","1","0","0","0","1","1"
"MIRT014241","mmu","mmu","mmu-miR-181a-5p","Tbpl1","0","0","0","0","1","0","0","0","1","1"
"MIRT014191","mmu","mmu","mmu-miR-181a-5p","Eml6","0","0","0","0","1","0","0","0","1","1"
"MIRT014140","mmu","mmu","mmu-miR-181a-5p","Sowaha","0","0","0","0","1","0","0","0","1","1"
"MIRT014246","mmu","mmu","mmu-miR-181a-5p","Tnpo1","0","0","0","0","1","0","0","0","1","1"
"MIRT014329","mmu","mmu","mmu-miR-181a-5p","Cadm2","0","0","0","0","1","0","0","0","1","1"
"MIRT014318","mmu","mmu","mmu-miR-181a-5p","Ccnj","0","0","0","0","1","0","0","0","1","1"
"MIRT014043","mmu","mmu","mmu-miR-181a-5p","Tor1aip2","0","0","0","0","1","0","0","0","1","1"
"MIRT014156","mmu","mmu","mmu-miR-181a-5p","Lzts3","0","0","0","0","1","0","0","0","1","1"
"MIRT014304","mmu","mmu","mmu-miR-181a-5p","Manea","0","0","0","0","1","0","0","0","1","1"
"MIRT014214","mmu","mmu","mmu-miR-181a-5p","Grin3a","0","0","0","0","1","0","0","0","1","1"
"MIRT014227","mmu","mmu","mmu-miR-181a-5p","Tmem245","0","0","0","0","1","0","0","0","1","1"
"MIRT014362","mmu","mmu","mmu-miR-181a-5p","Tmem130","0","0","0","0","1","0","0","0","1","1"
"MIRT014019","mmu","mmu","mmu-miR-181a-5p","Gprin3","0","0","0","0","1","0","0","0","1","1"
"MIRT014388","mmu","mmu","mmu-miR-181a-5p","Ppp1r9a","0","0","0","0","1","0","0","0","1","1"
"MIRT014317","mmu","mmu","mmu-miR-181a-5p","Zfp568","0","0","0","0","1","0","0","0","1","1"
"MIRT014049","mmu","mmu","mmu-miR-181a-5p","Dlgap2","0","0","0","0","1","0","0","0","1","1"
"MIRT014288","mmu","mmu","mmu-miR-181a-5p","Arhgap20","0","0","0","0","1","0","0","0","1","1"
"MIRT014259","mmu","mmu","mmu-miR-181a-5p","Tnfaip8l3","0","0","0","0","1","0","0","0","1","1"
"MIRT014327","mmu","mmu","mmu-miR-181a-5p","Zfp937","0","0","0","0","1","0","0","0","1","1"
"MIRT014111","mmu","mmu","mmu-miR-181a-5p","Mllt6","0","0","0","0","1","0","0","0","1","1"
"MIRT014079","mmu","mmu","mmu-miR-181a-5p","Lgi2","0","0","0","0","1","0","0","0","1","1"
"MIRT014240","mmu","mmu","mmu-miR-181a-5p","Robo2","0","0","0","0","1","0","0","0","1","1"
"MIRT014396","mmu","mmu","mmu-miR-181a-5p","Fam171a1","0","0","0","0","1","0","0","0","1","1"
"MIRT014403","mmu","mmu","mmu-miR-181a-5p","Lrig2","0","0","0","0","1","0","0","0","1","1"
"MIRT014349","mmu","mmu","mmu-miR-181a-5p","Zfp512","0","0","0","0","1","0","0","0","1","1"
"MIRT014299","mmu","mmu","mmu-miR-181a-5p","Nat8l","0","0","0","0","1","0","0","0","1","1"
"MIRT014131","mmu","mmu","mmu-miR-181a-5p","Ppp2r2c","0","0","0","0","1","0","0","0","1","1"
"MIRT014287","mmu","mmu","mmu-miR-181a-5p","Map3k10","0","0","0","0","1","0","0","0","1","1"
"MIRT014169","mmu","mmu","mmu-miR-181a-5p","Nup98","0","0","0","0","1","0","0","0","1","1"
"MIRT014393","mmu","mmu","mmu-miR-181a-5p","Flnb","0","0","0","0","1","0","0","0","1","1"
"MIRT014279","mmu","mmu","mmu-miR-181a-5p","Pld5","0","0","0","0","1","0","0","0","1","1"
"MIRT014265","mmu","mmu","mmu-miR-181a-5p","Celf5","0","0","0","0","1","0","0","0","1","1"
"MIRT014280","mmu","mmu","mmu-miR-181a-5p","Fam168a","0","0","0","0","1","0","0","0","1","1"
"MIRT014141","mmu","mmu","mmu-miR-181a-5p","Apba1","0","0","0","0","1","0","0","0","1","1"
"MIRT014071","mmu","mmu","mmu-miR-181a-5p","Fndc9","0","0","0","0","1","0","0","0","1","1"
"MIRT014423","mmu","mmu","mmu-miR-181a-5p","Zdhhc17","0","0","0","0","1","0","0","0","1","1"
"MIRT014331","mmu","mmu","mmu-miR-181a-5p","Hook3","0","0","0","0","1","0","0","0","1","1"
"MIRT014050","mmu","mmu","mmu-miR-181a-5p","Scai","0","0","0","0","1","0","0","0","1","1"
"MIRT014276","mmu","mmu","mmu-miR-181a-5p","Ric3","0","0","0","0","1","0","0","0","1","1"
"MIRT014094","mmu","mmu","mmu-miR-181a-5p","Strip2","0","0","0","0","1","0","0","0","1","1"
"MIRT014164","mmu","mmu","mmu-miR-181a-5p","Bend6","0","0","0","0","1","0","0","0","1","1"
"MIRT014365","mmu","mmu","mmu-miR-181a-5p","Soga1","0","0","0","0","1","0","0","0","1","1"
"MIRT014149","mmu","mmu","mmu-miR-181a-5p","Chd7","0","0","0","0","1","0","0","0","1","1"
"MIRT014358","mmu","mmu","mmu-miR-181a-5p","Dcaf5","0","0","0","0","1","0","0","0","1","1"
"MIRT014068","mmu","mmu","mmu-miR-181a-5p","Pisd","0","0","0","0","1","0","0","0","1","1"
"MIRT014291","mmu","mmu","mmu-miR-181a-5p","Ppfia2","0","0","0","0","1","0","0","0","1","1"
"MIRT014154","mmu","mmu","mmu-miR-181a-5p","Prpf39","0","0","0","0","1","0","0","0","1","1"
"MIRT014419","mmu","mmu","mmu-miR-181a-5p","D630045J12Rik","0","0","0","0","1","0","0","0","1","1"
"MIRT014420","mmu","mmu","mmu-miR-181a-5p","Tmcc1","0","0","0","0","1","0","0","0","1","1"
"MIRT014090","mmu","mmu","mmu-miR-181a-5p","Opcml","0","0","0","0","1","0","0","0","1","1"
"MIRT014416","mmu","mmu","mmu-miR-181a-5p","N4bp2","0","0","0","0","1","0","0","0","1","1"
"MIRT014254","mmu","mmu","mmu-miR-181a-5p","Akap17b","0","0","0","0","1","0","0","0","1","1"
"MIRT014089","mmu","mmu","mmu-miR-181a-5p","Intu","0","0","0","0","1","0","0","0","1","1"
"MIRT014053","mmu","mmu","mmu-miR-181a-5p","Lemd3","0","0","0","0","1","0","0","0","1","1"
"MIRT014027","mmu","mmu","mmu-miR-181a-5p","Crtc1","0","0","0","0","1","0","0","0","1","1"
"MIRT014182","mmu","mmu","mmu-miR-181a-5p","Scn4b","0","0","0","0","1","0","0","0","1","1"
"MIRT014425","mmu","mmu","mmu-miR-181a-5p","Zyg11b","0","0","0","0","1","0","0","0","1","1"
"MIRT014242","mmu","mmu","mmu-miR-181a-5p","Adcy1","0","0","0","0","1","0","0","0","1","1"
"MIRT014022","mmu","mmu","mmu-miR-181a-5p","Prrg1","0","0","0","0","1","0","0","0","1","1"
"MIRT014264","mmu","mmu","mmu-miR-181a-5p","Gpr17","0","0","0","0","1","0","0","0","1","1"
"MIRT014084","mmu","mmu","mmu-miR-181a-5p","AK010878","0","0","0","0","1","0","0","0","1","1"
"MIRT014434","mmu","mmu","mmu-miR-181a-5p","Trim2","0","0","0","0","1","0","0","0","1","2"
"MIRT014125","mmu","mmu","mmu-miR-181a-5p","Stk32a","0","0","0","0","1","0","0","0","1","2"
"MIRT733847","mmu","mmu","mmu-miR-181a-5p","Nlk","0","1","0","0","0","0","0","0","1","0"
"MIRT575088","mmu","mmu","hsa-miR-181a-5p","Ddit4","0","0","0","0","1","0","0","1","2","3"
"MIRT575950","mmu","mmu","hsa-miR-181a-5p","Unc5b","0","0","0","0","1","0","0","1","2","4"
"MIRT575087","mmu","mmu","hsa-miR-181b-5p","Ddit4","0","0","0","0","1","0","0","1","2","3"
"MIRT575949","mmu","mmu","hsa-miR-181b-5p","Unc5b","0","0","0","0","1","0","0","1","2","4"
"MIRT575086","mmu","mmu","hsa-miR-181c-5p","Ddit4","0","0","0","0","1","0","0","1","2","3"
"MIRT575948","mmu","mmu","hsa-miR-181c-5p","Unc5b","0","0","0","0","1","0","0","1","2","4"
"MIRT006845","mmu","mmu","hsa-miR-181c-5p","Tnf","1","1","1","0","0","0","0","0","3","1"
"MIRT576029","mmu","mmu","hsa-miR-181a-3p","Vmp1","0","0","0","0","1","0","0","1","2","9"
"MIRT736265","mmu","mmu","hsa-miR-181a-3p","TFAP2A","0","0","0","0","1","0","0","0","1","0"
"MIRT006312","mmu","mmu","mmu-miR-181b-5p","Cbx7","1","0","0","0","1","0","0","0","2","1"
"MIRT584602","mmu","mmu","mmu-miR-181b-5p","","0","0","0","0","1","0","0","0","1","3"
"MIRT584878","mmu","mmu","mmu-miR-181b-5p","Ap1g1","0","0","0","0","1","0","0","0","1","1"
"MIRT591489","mmu","mmu","mmu-miR-181b-5p","Aqp3","0","0","0","0","1","0","0","0","1","2"
"MIRT590593","mmu","mmu","mmu-miR-181b-5p","Atp2a2","0","0","0","0","1","0","0","0","1","1"
"MIRT594983","mmu","mmu","mmu-miR-181b-5p","Ebf3","0","0","0","0","1","0","0","0","1","1"
"MIRT598728","mmu","mmu","mmu-miR-181b-5p","H2-D1","0","0","0","0","1","0","0","0","1","1"
"MIRT578325","mmu","mmu","mmu-miR-181b-5p","Magea5","0","0","0","0","1","0","0","0","1","1"
"MIRT589131","mmu","mmu","mmu-miR-181b-5p","Rad51d","0","0","0","0","1","0","0","0","1","1"
"MIRT577184","mmu","mmu","mmu-miR-181b-5p","Smarca4","0","0","0","0","1","0","0","0","1","5"
"MIRT580762","mmu","mmu","mmu-miR-181b-5p","Spp1","0","0","0","0","1","0","0","0","1","1"
"MIRT577425","mmu","mmu","mmu-miR-181b-5p","Tulp3","0","0","0","0","1","0","0","0","1","1"
"MIRT589794","mmu","mmu","mmu-miR-181b-5p","Ikzf2","0","0","0","0","1","0","0","0","1","2"
"MIRT591186","mmu","mmu","mmu-miR-181b-5p","Ms4a4c","0","0","0","0","1","0","0","0","1","3"
"MIRT594856","mmu","mmu","mmu-miR-181b-5p","Nacc1","0","0","0","0","1","0","0","0","1","1"
"MIRT582656","mmu","mmu","mmu-miR-181b-5p","Lnp","0","0","0","0","1","0","0","0","1","2"
"MIRT596592","mmu","mmu","mmu-miR-181b-5p","Zfp689","0","0","0","0","1","0","0","0","1","1"
"MIRT582047","mmu","mmu","mmu-miR-181b-5p","Osbpl3","0","0","0","0","1","0","0","0","1","1"
"MIRT600002","mmu","mmu","mmu-miR-181b-5p","4930563E22Rik","0","0","0","0","1","0","0","0","1","1"
"MIRT583691","mmu","mmu","mmu-miR-181b-5p","Fam122b","0","0","0","0","1","0","0","0","1","1"
"MIRT588616","mmu","mmu","mmu-miR-181b-5p","Trim2","0","0","0","0","1","0","0","0","1","1"
"MIRT581071","mmu","mmu","mmu-miR-181b-5p","Sgpp1","0","0","0","0","1","0","0","0","1","1"
"MIRT605134","mmu","mmu","mmu-miR-181b-5p","Clmn","0","0","0","0","1","0","0","0","1","1"
"MIRT592858","mmu","mmu","mmu-miR-181b-5p","Adamts9","0","0","0","0","1","0","0","0","1","2"
"MIRT598537","mmu","mmu","mmu-miR-181b-5p","Itpk1","0","0","0","0","1","0","0","0","1","1"
"MIRT583661","mmu","mmu","mmu-miR-181b-5p","Fam160b2","0","0","0","0","1","0","0","0","1","5"
"MIRT587223","mmu","mmu","mmu-miR-181b-5p","Fam69c","0","0","0","0","1","0","0","0","1","1"
"MIRT584580","mmu","mmu","mmu-miR-181b-5p","Bnc2","0","0","0","0","1","0","0","0","1","1"
"MIRT586224","mmu","mmu","mmu-miR-181b-5p","Ptchd2","0","0","0","0","1","0","0","0","1","2"
"MIRT580671","mmu","mmu","mmu-miR-181b-5p","Stk32a","0","0","0","0","1","0","0","0","1","1"
"MIRT606009","mmu","mmu","mmu-miR-181b-5p","Dagla","0","0","0","0","1","0","0","0","1","1"
"MIRT603966","mmu","mmu","mmu-miR-181b-5p","Gpd1l","0","0","0","0","1","0","0","0","1","1"
"MIRT579346","mmu","mmu","mmu-miR-181b-5p","Arhgef15","0","0","0","0","1","0","0","0","1","4"
"MIRT438370","mmu","mmu","mmu-miR-181b-5p","SIX2","1","1","1","0","0","0","0","0","3","1"
"MIRT005296","mmu","mmu","mmu-miR-181b-5p","Aicda","1","1","1","1","0","0","1","0","5","1"
"MIRT438687","mmu","mmu","mmu-miR-181b-5p","Hspa5","1","1","1","0","0","0","0","0","3","1"
"MIRT004755","mmu","mmu","mmu-miR-181b-5p","Timp3","1","1","1","0","0","0","1","0","4","1"
"MIRT438688","mmu","mmu","mmu-miR-181b-5p","Uchl1","1","1","1","0","0","0","0","0","3","1"
"MIRT005301","mmu","mmu","mmu-miR-181b-5p","Ak4","0","0","0","1","0","0","1","0","2","1"
"MIRT005314","mmu","mmu","mmu-miR-181b-5p","Atp5g1","0","0","0","1","0","0","1","0","2","1"
"MIRT005315","mmu","mmu","mmu-miR-181b-5p","Casp3","0","0","0","1","0","0","1","0","2","1"
"MIRT005306","mmu","mmu","mmu-miR-181b-5p","Gch1","0","0","0","1","0","0","1","0","2","1"
"MIRT005308","mmu","mmu","mmu-miR-181b-5p","Hk2","0","0","0","1","0","0","1","0","2","1"
"MIRT005309","mmu","mmu","mmu-miR-181b-5p","Mxi1","0","0","0","1","0","0","1","0","2","1"
"MIRT005302","mmu","mmu","mmu-miR-181b-5p","Ndrg1","0","0","0","1","0","0","1","0","2","1"
"MIRT005305","mmu","mmu","mmu-miR-181b-5p","Cd244","0","0","0","1","0","0","1","0","2","1"
"MIRT005318","mmu","mmu","mmu-miR-181b-5p","Higd1a","0","0","0","1","0","0","1","0","2","1"
"MIRT005313","mmu","mmu","mmu-miR-181b-5p","Pdxp","0","0","0","1","0","0","1","0","2","1"
"MIRT005311","mmu","mmu","mmu-miR-181b-5p","Sc4mol","0","0","0","1","0","0","1","0","2","1"
"MIRT005316","mmu","mmu","mmu-miR-181b-5p","Ulk3","0","0","0","1","0","0","1","0","2","1"
"MIRT005303","mmu","mmu","mmu-miR-181b-5p","Pitpnc1","0","0","0","1","0","0","1","0","2","1"
"MIRT005307","mmu","mmu","mmu-miR-181b-5p","Errfi1","0","0","0","1","0","0","1","0","2","1"
"MIRT005304","mmu","mmu","mmu-miR-181b-5p","Tmem14a","0","0","0","1","0","0","1","0","2","1"
"MIRT005300","mmu","mmu","mmu-miR-181b-5p","Slc35d3","0","0","0","1","0","0","1","0","2","1"
"MIRT005317","mmu","mmu","mmu-miR-181b-5p","Snx25","0","0","0","1","0","0","1","0","2","1"
"MIRT005312","mmu","mmu","mmu-miR-181b-5p","Pfkfb3","0","0","0","1","0","0","1","0","2","1"
"MIRT005310","mmu","mmu","mmu-miR-181b-5p","Ccdc58","0","0","0","1","0","0","1","0","2","1"
"MIRT584603","mmu","mmu","mmu-miR-181c-5p","","0","0","0","0","1","0","0","0","1","3"
"MIRT584879","mmu","mmu","mmu-miR-181c-5p","Ap1g1","0","0","0","0","1","0","0","0","1","1"
"MIRT591491","mmu","mmu","mmu-miR-181c-5p","Aqp3","0","0","0","0","1","0","0","0","1","2"
"MIRT590592","mmu","mmu","mmu-miR-181c-5p","Atp2a2","0","0","0","0","1","0","0","0","1","1"
"MIRT594984","mmu","mmu","mmu-miR-181c-5p","Ebf3","0","0","0","0","1","0","0","0","1","1"
"MIRT598731","mmu","mmu","mmu-miR-181c-5p","H2-D1","0","0","0","0","1","0","0","0","1","1"
"MIRT578327","mmu","mmu","mmu-miR-181c-5p","Magea5","0","0","0","0","1","0","0","0","1","1"
"MIRT589132","mmu","mmu","mmu-miR-181c-5p","Rad51d","0","0","0","0","1","0","0","0","1","1"
"MIRT577181","mmu","mmu","mmu-miR-181c-5p","Smarca4","0","0","0","0","1","0","0","0","1","5"
"MIRT580760","mmu","mmu","mmu-miR-181c-5p","Spp1","0","0","0","0","1","0","0","0","1","1"
"MIRT577427","mmu","mmu","mmu-miR-181c-5p","Tulp3","0","0","0","0","1","0","0","0","1","1"
"MIRT589793","mmu","mmu","mmu-miR-181c-5p","Ikzf2","0","0","0","0","1","0","0","0","1","2"
"MIRT591189","mmu","mmu","mmu-miR-181c-5p","Ms4a4c","0","0","0","0","1","0","0","0","1","3"
"MIRT594855","mmu","mmu","mmu-miR-181c-5p","Nacc1","0","0","0","0","1","0","0","0","1","1"
"MIRT582657","mmu","mmu","mmu-miR-181c-5p","Lnp","0","0","0","0","1","0","0","0","1","2"
"MIRT596593","mmu","mmu","mmu-miR-181c-5p","Zfp689","0","0","0","0","1","0","0","0","1","1"
"MIRT582049","mmu","mmu","mmu-miR-181c-5p","Osbpl3","0","0","0","0","1","0","0","0","1","1"
"MIRT600001","mmu","mmu","mmu-miR-181c-5p","4930563E22Rik","0","0","0","0","1","0","0","0","1","1"
"MIRT583693","mmu","mmu","mmu-miR-181c-5p","Fam122b","0","0","0","0","1","0","0","0","1","1"
"MIRT588615","mmu","mmu","mmu-miR-181c-5p","Trim2","0","0","0","0","1","0","0","0","1","1"
"MIRT581069","mmu","mmu","mmu-miR-181c-5p","Sgpp1","0","0","0","0","1","0","0","0","1","1"
"MIRT605135","mmu","mmu","mmu-miR-181c-5p","Clmn","0","0","0","0","1","0","0","0","1","1"
"MIRT592860","mmu","mmu","mmu-miR-181c-5p","Adamts9","0","0","0","0","1","0","0","0","1","2"
"MIRT598538","mmu","mmu","mmu-miR-181c-5p","Itpk1","0","0","0","0","1","0","0","0","1","1"
"MIRT583660","mmu","mmu","mmu-miR-181c-5p","Fam160b2","0","0","0","0","1","0","0","0","1","5"
"MIRT587221","mmu","mmu","mmu-miR-181c-5p","Fam69c","0","0","0","0","1","0","0","0","1","1"
"MIRT584579","mmu","mmu","mmu-miR-181c-5p","Bnc2","0","0","0","0","1","0","0","0","1","1"
"MIRT586227","mmu","mmu","mmu-miR-181c-5p","Ptchd2","0","0","0","0","1","0","0","0","1","2"
"MIRT580669","mmu","mmu","mmu-miR-181c-5p","Stk32a","0","0","0","0","1","0","0","0","1","1"
"MIRT606010","mmu","mmu","mmu-miR-181c-5p","Dagla","0","0","0","0","1","0","0","0","1","1"
"MIRT603965","mmu","mmu","mmu-miR-181c-5p","Gpd1l","0","0","0","0","1","0","0","0","1","1"
"MIRT579347","mmu","mmu","mmu-miR-181c-5p","Arhgef15","0","0","0","0","1","0","0","0","1","4"
"MIRT575084","mmu","mmu","hsa-miR-181d-5p","Ddit4","0","0","0","0","1","0","0","1","2","3"
"MIRT575947","mmu","mmu","hsa-miR-181d-5p","Unc5b","0","0","0","0","1","0","0","1","2","4"
"MIRT584605","mmu","mmu","mmu-miR-181d-5p","","0","0","0","0","1","0","0","0","1","3"
"MIRT584881","mmu","mmu","mmu-miR-181d-5p","Ap1g1","0","0","0","0","1","0","0","0","1","1"
"MIRT591490","mmu","mmu","mmu-miR-181d-5p","Aqp3","0","0","0","0","1","0","0","0","1","2"
"MIRT590591","mmu","mmu","mmu-miR-181d-5p","Atp2a2","0","0","0","0","1","0","0","0","1","1"
"MIRT594985","mmu","mmu","mmu-miR-181d-5p","Ebf3","0","0","0","0","1","0","0","0","1","1"
"MIRT598730","mmu","mmu","mmu-miR-181d-5p","H2-D1","0","0","0","0","1","0","0","0","1","1"
"MIRT578324","mmu","mmu","mmu-miR-181d-5p","Magea5","0","0","0","0","1","0","0","0","1","1"
"MIRT589134","mmu","mmu","mmu-miR-181d-5p","Rad51d","0","0","0","0","1","0","0","0","1","1"
"MIRT577183","mmu","mmu","mmu-miR-181d-5p","Smarca4","0","0","0","0","1","0","0","0","1","5"
"MIRT580763","mmu","mmu","mmu-miR-181d-5p","Spp1","0","0","0","0","1","0","0","0","1","1"
"MIRT577428","mmu","mmu","mmu-miR-181d-5p","Tulp3","0","0","0","0","1","0","0","0","1","1"
"MIRT589792","mmu","mmu","mmu-miR-181d-5p","Ikzf2","0","0","0","0","1","0","0","0","1","2"
"MIRT591187","mmu","mmu","mmu-miR-181d-5p","Ms4a4c","0","0","0","0","1","0","0","0","1","3"
"MIRT594858","mmu","mmu","mmu-miR-181d-5p","Nacc1","0","0","0","0","1","0","0","0","1","1"
"MIRT582658","mmu","mmu","mmu-miR-181d-5p","Lnp","0","0","0","0","1","0","0","0","1","2"
"MIRT596594","mmu","mmu","mmu-miR-181d-5p","Zfp689","0","0","0","0","1","0","0","0","1","1"
"MIRT582048","mmu","mmu","mmu-miR-181d-5p","Osbpl3","0","0","0","0","1","0","0","0","1","1"
"MIRT600003","mmu","mmu","mmu-miR-181d-5p","4930563E22Rik","0","0","0","0","1","0","0","0","1","1"
"MIRT583692","mmu","mmu","mmu-miR-181d-5p","Fam122b","0","0","0","0","1","0","0","0","1","1"
"MIRT588614","mmu","mmu","mmu-miR-181d-5p","Trim2","0","0","0","0","1","0","0","0","1","1"
"MIRT581070","mmu","mmu","mmu-miR-181d-5p","Sgpp1","0","0","0","0","1","0","0","0","1","1"
"MIRT605133","mmu","mmu","mmu-miR-181d-5p","Clmn","0","0","0","0","1","0","0","0","1","1"
"MIRT592859","mmu","mmu","mmu-miR-181d-5p","Adamts9","0","0","0","0","1","0","0","0","1","2"
"MIRT598535","mmu","mmu","mmu-miR-181d-5p","Itpk1","0","0","0","0","1","0","0","0","1","1"
"MIRT583659","mmu","mmu","mmu-miR-181d-5p","Fam160b2","0","0","0","0","1","0","0","0","1","5"
"MIRT587220","mmu","mmu","mmu-miR-181d-5p","Fam69c","0","0","0","0","1","0","0","0","1","1"
"MIRT584581","mmu","mmu","mmu-miR-181d-5p","Bnc2","0","0","0","0","1","0","0","0","1","1"
"MIRT586225","mmu","mmu","mmu-miR-181d-5p","Ptchd2","0","0","0","0","1","0","0","0","1","2"
"MIRT580670","mmu","mmu","mmu-miR-181d-5p","Stk32a","0","0","0","0","1","0","0","0","1","1"
"MIRT606011","mmu","mmu","mmu-miR-181d-5p","Dagla","0","0","0","0","1","0","0","0","1","1"
"MIRT603964","mmu","mmu","mmu-miR-181d-5p","Gpd1l","0","0","0","0","1","0","0","0","1","1"
