"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT014429","mmu","mmu","mmu-miR-181a-5p","Ksr1","0","0","0","0","1","0","0","0","1","1"
"MIRT014373","mmu","mmu","mmu-miR-181a-5p","L1cam","0","0","0","0","1","0","0","0","1","1"
"MIRT014185","mmu","mmu","mmu-miR-181a-5p","Lasp1","0","0","0","0","1","0","0","0","1","1"
"MIRT014101","mmu","mmu","mmu-miR-181a-5p","Lrp8","0","0","0","0","1","0","0","0","1","1"
"MIRT014354","mmu","mmu","mmu-miR-181a-5p","Lrrn3","0","0","0","0","1","0","0","0","1","1"
"MIRT014024","mmu","mmu","mmu-miR-181a-5p","Smad5","0","0","0","0","1","0","0","0","1","1"
"MIRT014235","mmu","mmu","mmu-miR-181a-5p","Man2a1","0","0","0","0","1","0","0","0","1","1"
"MIRT014107","mmu","mmu","mmu-miR-181a-5p","Mcl1","0","0","0","0","1","0","0","0","1","1"
"MIRT014129","mmu","mmu","mmu-miR-181a-5p","Foxk1","0","0","0","0","1","0","0","0","1","1"
"MIRT014179","mmu","mmu","mmu-miR-181a-5p","Mpp1","0","0","0","0","1","0","0","0","1","1"
"MIRT014205","mmu","mmu","mmu-miR-181a-5p","Map1a","0","0","0","0","1","0","0","0","1","1"
"MIRT014087","mmu","mmu","mmu-miR-181a-5p","Myo5a","0","0","0","0","1","0","0","0","1","1"
"MIRT014390","mmu","mmu","mmu-miR-181a-5p","Nfia","0","0","0","0","1","0","0","0","1","1"
"MIRT014286","mmu","mmu","mmu-miR-181a-5p","Nid1","0","0","0","0","1","0","0","0","1","1"
"MIRT014348","mmu","mmu","mmu-miR-181a-5p","Nktr","0","0","0","0","1","0","0","0","1","1"
"MIRT014410","mmu","mmu","mmu-miR-181a-5p","Mycn","0","0","0","0","1","0","0","0","1","1"
"MIRT014297","mmu","mmu","mmu-miR-181a-5p","Nsmaf","0","0","0","0","1","0","0","0","1","1"
"MIRT014262","mmu","mmu","mmu-miR-181a-5p","Ntrk2","0","0","0","0","1","0","0","0","1","1"
"MIRT014399","mmu","mmu","mmu-miR-181a-5p","Oat","0","0","0","0","1","0","0","0","1","1"
"MIRT014216","mmu","mmu","mmu-miR-181a-5p","Pafah1b1","0","0","0","0","1","0","0","0","1","1"
"MIRT014251","mmu","mmu","mmu-miR-181a-5p","Prkcb","0","0","0","0","1","0","0","0","1","1"
"MIRT014190","mmu","mmu","mmu-miR-181a-5p","Prkci","0","0","0","0","1","0","0","0","1","1"
"MIRT014310","mmu","mmu","mmu-miR-181a-5p","Pkia","0","0","0","0","1","0","0","0","1","1"
"MIRT014100","mmu","mmu","mmu-miR-181a-5p","Sypl","0","0","0","0","1","0","0","0","1","1"
"MIRT014119","mmu","mmu","mmu-miR-181a-5p","Ppp1cb","0","0","0","0","1","0","0","0","1","1"
"MIRT014145","mmu","mmu","mmu-miR-181a-5p","Ppp3r1","0","0","0","0","1","0","0","0","1","1"
"MIRT014067","mmu","mmu","mmu-miR-181a-5p","Eif2ak2","0","0","0","0","1","0","0","0","1","1"
"MIRT014436","mmu","mmu","mmu-miR-181a-5p","Prox1","0","0","0","0","1","0","0","0","1","1"
"MIRT014404","mmu","mmu","mmu-miR-181a-5p","Psap","0","0","0","0","1","0","0","0","1","1"
"MIRT014261","mmu","mmu","mmu-miR-181a-5p","Ptch1","0","0","0","0","1","0","0","0","1","1"
"MIRT014153","mmu","mmu","mmu-miR-181a-5p","Ptpn11","0","0","0","0","1","0","0","0","1","1"
"MIRT014063","mmu","mmu","mmu-miR-181a-5p","Ptpn5","0","0","0","0","1","0","0","0","1","1"
"MIRT014082","mmu","mmu","mmu-miR-181a-5p","Sirpa","0","0","0","0","1","0","0","0","1","1"
"MIRT014208","mmu","mmu","mmu-miR-181a-5p","Ptprd","0","0","0","0","1","0","0","0","1","1"
"MIRT014219","mmu","mmu","mmu-miR-181a-5p","Qk","0","0","0","0","1","0","0","0","1","1"
"MIRT014155","mmu","mmu","mmu-miR-181a-5p","Rdx","0","0","0","0","1","0","0","0","1","1"
"MIRT014253","mmu","mmu","mmu-miR-181a-5p","Slc50a1","0","0","0","0","1","0","0","0","1","1"
"MIRT014073","mmu","mmu","mmu-miR-181a-5p","Scd1","0","0","0","0","1","0","0","0","1","1"
"MIRT014117","mmu","mmu","mmu-miR-181a-5p","Nptn","0","0","0","0","1","0","0","0","1","1"
"MIRT014293","mmu","mmu","mmu-miR-181a-5p","Sema3c","0","0","0","0","1","0","0","0","1","1"
"MIRT014223","mmu","mmu","mmu-miR-181a-5p","Sema4c","0","0","0","0","1","0","0","0","1","1"
"MIRT014377","mmu","mmu","mmu-miR-181a-5p","Sema4f","0","0","0","0","1","0","0","0","1","1"
"MIRT014183","mmu","mmu","mmu-miR-181a-5p","Sema5a","0","0","0","0","1","0","0","0","1","1"
"MIRT014364","mmu","mmu","mmu-miR-181a-5p","Sfrp1","0","0","0","0","1","0","0","0","1","1"
"MIRT014338","mmu","mmu","mmu-miR-181a-5p","St8sia4","0","0","0","0","1","0","0","0","1","1"
"MIRT014114","mmu","mmu","mmu-miR-181a-5p","Slc1a2","0","0","0","0","1","0","0","0","1","1"
"MIRT014229","mmu","mmu","mmu-miR-181a-5p","Sos1","0","0","0","0","1","0","0","0","1","1"
"MIRT014045","mmu","mmu","mmu-miR-181a-5p","Spin1","0","0","0","0","1","0","0","0","1","1"
"MIRT014431","mmu","mmu","mmu-miR-181a-5p","Bhlhe40","0","0","0","0","1","0","0","0","1","1"
"MIRT014260","mmu","mmu","mmu-miR-181a-5p","Syt2","0","0","0","0","1","0","0","0","1","1"
"MIRT014292","mmu","mmu","mmu-miR-181a-5p","Tcf4","0","0","0","0","1","0","0","0","1","1"
"MIRT014020","mmu","mmu","mmu-miR-181a-5p","Ubtf","0","0","0","0","1","0","0","0","1","1"
"MIRT014206","mmu","mmu","mmu-miR-181a-5p","Tgfbr3","0","0","0","0","1","0","0","0","1","1"
"MIRT014335","mmu","mmu","mmu-miR-181a-5p","Timp3","0","0","0","0","1","0","0","0","1","1"
"MIRT014238","mmu","mmu","mmu-miR-181a-5p","Tnfaip1","0","0","0","0","1","0","0","0","1","1"
"MIRT014361","mmu","mmu","mmu-miR-181a-5p","Tnks","0","0","0","0","1","0","0","0","1","1"
"MIRT014011","mmu","mmu","mmu-miR-181a-5p","Tpm1","0","0","0","0","1","0","0","0","1","1"
"MIRT014042","mmu","mmu","mmu-miR-181a-5p","Nr2c2","0","0","0","0","1","0","0","0","1","1"
"MIRT014170","mmu","mmu","mmu-miR-181a-5p","Tsn","0","0","0","0","1","0","0","0","1","1"
"MIRT014009","mmu","mmu","mmu-miR-181a-5p","Ttc3","0","0","0","0","1","0","0","0","1","1"
"MIRT014360","mmu","mmu","mmu-miR-181a-5p","Tub","0","0","0","0","1","0","0","0","1","1"
"MIRT014189","mmu","mmu","mmu-miR-181a-5p","Vamp3","0","0","0","0","1","0","0","0","1","1"
"MIRT014307","mmu","mmu","mmu-miR-181a-5p","Zmat3","0","0","0","0","1","0","0","0","1","1"
"MIRT014421","mmu","mmu","mmu-miR-181a-5p","Ywhag","0","0","0","0","1","0","0","0","1","1"
"MIRT014326","mmu","mmu","mmu-miR-181a-5p","Zfp60","0","0","0","0","1","0","0","0","1","1"
"MIRT014047","mmu","mmu","mmu-miR-181a-5p","Zfp62","0","0","0","0","1","0","0","0","1","1"
"MIRT014231","mmu","mmu","mmu-miR-181a-5p","Zic1","0","0","0","0","1","0","0","0","1","1"
"MIRT014135","mmu","mmu","mmu-miR-181a-5p","Adamts5","0","0","0","0","1","0","0","0","1","1"
"MIRT014323","mmu","mmu","mmu-miR-181a-5p","Nt5e","0","0","0","0","1","0","0","0","1","1"
"MIRT014411","mmu","mmu","mmu-miR-181a-5p","Sept3","0","0","0","0","1","0","0","0","1","1"
"MIRT014162","mmu","mmu","mmu-miR-181a-5p","Angptl2","0","0","0","0","1","0","0","0","1","1"
"MIRT014418","mmu","mmu","mmu-miR-181a-5p","Map2k1","0","0","0","0","1","0","0","0","1","1"
"MIRT014273","mmu","mmu","mmu-miR-181a-5p","Map3k1","0","0","0","0","1","0","0","0","1","1"
"MIRT014026","mmu","mmu","mmu-miR-181a-5p","Map3k7","0","0","0","0","1","0","0","0","1","1"
"MIRT014256","mmu","mmu","mmu-miR-181a-5p","Plod3","0","0","0","0","1","0","0","0","1","1"
"MIRT014207","mmu","mmu","mmu-miR-181a-5p","Slc7a11","0","0","0","0","1","0","0","0","1","1"
"MIRT014275","mmu","mmu","mmu-miR-181a-5p","Magel2","0","0","0","0","1","0","0","0","1","1"
"MIRT014405","mmu","mmu","mmu-miR-181a-5p","Amot","0","0","0","0","1","0","0","0","1","1"
"MIRT014215","mmu","mmu","mmu-miR-181a-5p","Nrep","0","0","0","0","1","0","0","0","1","1"
"MIRT014391","mmu","mmu","mmu-miR-181a-5p","D4Wsu53e","0","0","0","0","1","0","0","0","1","1"
"MIRT014196","mmu","mmu","mmu-miR-181a-5p","Ndrg2","0","0","0","0","1","0","0","0","1","1"
"MIRT014097","mmu","mmu","mmu-miR-181a-5p","Tnfrsf19","0","0","0","0","1","0","0","0","1","1"
"MIRT014201","mmu","mmu","mmu-miR-181a-5p","Rnf19a","0","0","0","0","1","0","0","0","1","1"
"MIRT014386","mmu","mmu","mmu-miR-181a-5p","Atp9b","0","0","0","0","1","0","0","0","1","1"
"MIRT014316","mmu","mmu","mmu-miR-181a-5p","Fbxl3","0","0","0","0","1","0","0","0","1","1"
"MIRT014320","mmu","mmu","mmu-miR-181a-5p","Acsl4","0","0","0","0","1","0","0","0","1","1"
"MIRT014080","mmu","mmu","mmu-miR-181a-5p","Uba2","0","0","0","0","1","0","0","0","1","1"
"MIRT014194","mmu","mmu","mmu-miR-181a-5p","Mfhas1","0","0","0","0","1","0","0","0","1","1"
"MIRT014222","mmu","mmu","mmu-miR-181a-5p","Reep1","0","0","0","0","1","0","0","0","1","1"
"MIRT014406","mmu","mmu","mmu-miR-181a-5p","Esyt2","0","0","0","0","1","0","0","0","1","1"
"MIRT014370","mmu","mmu","mmu-miR-181a-5p","Rgs7bp","0","0","0","0","1","0","0","0","1","1"
"MIRT014369","mmu","mmu","mmu-miR-181a-5p","Ahi1","0","0","0","0","1","0","0","0","1","1"
"MIRT014383","mmu","mmu","mmu-miR-181a-5p","Gosr1","0","0","0","0","1","0","0","0","1","1"
"MIRT014356","mmu","mmu","mmu-miR-181a-5p","Usp2","0","0","0","0","1","0","0","0","1","1"
"MIRT014357","mmu","mmu","mmu-miR-181a-5p","Blcap","0","0","0","0","1","0","0","0","1","1"
"MIRT014397","mmu","mmu","mmu-miR-181a-5p","Gria3","0","0","0","0","1","0","0","0","1","1"
"MIRT014035","mmu","mmu","mmu-miR-181a-5p","Nell2","0","0","0","0","1","0","0","0","1","1"
"MIRT014092","mmu","mmu","mmu-miR-181a-5p","Pcdh7","0","0","0","0","1","0","0","0","1","1"
"MIRT014122","mmu","mmu","mmu-miR-181a-5p","Elovl2","0","0","0","0","1","0","0","0","1","1"
"MIRT014168","mmu","mmu","mmu-miR-181a-5p","Slc23a2","0","0","0","0","1","0","0","0","1","1"
"MIRT014324","mmu","mmu","mmu-miR-181a-5p","Azin1","0","0","0","0","1","0","0","0","1","1"
"MIRT014151","mmu","mmu","mmu-miR-181a-5p","Nfat5","0","0","0","0","1","0","0","0","1","1"
"MIRT014282","mmu","mmu","mmu-miR-181a-5p","Pcnx","0","0","0","0","1","0","0","0","1","1"
"MIRT014340","mmu","mmu","mmu-miR-181a-5p","Sfmbt1","0","0","0","0","1","0","0","0","1","1"
"MIRT014381","mmu","mmu","mmu-miR-181a-5p","Cadm1","0","0","0","0","1","0","0","0","1","1"
"MIRT014202","mmu","mmu","mmu-miR-181a-5p","Ammecr1","0","0","0","0","1","0","0","0","1","1"
"MIRT014127","mmu","mmu","mmu-miR-181a-5p","Olfm1","0","0","0","0","1","0","0","0","1","1"
"MIRT014435","mmu","mmu","mmu-miR-181a-5p","Mpp5","0","0","0","0","1","0","0","0","1","1"
"MIRT014263","mmu","mmu","mmu-miR-181a-5p","Patz1","0","0","0","0","1","0","0","0","1","1"
"MIRT014060","mmu","mmu","mmu-miR-181a-5p","B4galt4","0","0","0","0","1","0","0","0","1","1"
"MIRT014376","mmu","mmu","mmu-miR-181a-5p","Syncrip","0","0","0","0","1","0","0","0","1","1"
"MIRT014210","mmu","mmu","mmu-miR-181a-5p","Ybx3","0","0","0","0","1","0","0","0","1","1"
"MIRT014203","mmu","mmu","mmu-miR-181a-5p","Sept6","0","0","0","0","1","0","0","0","1","1"
"MIRT014192","mmu","mmu","mmu-miR-181a-5p","Sec11a","0","0","0","0","1","0","0","0","1","1"
"MIRT014363","mmu","mmu","mmu-miR-181a-5p","Tob2","0","0","0","0","1","0","0","0","1","1"
"MIRT014171","mmu","mmu","mmu-miR-181a-5p","Ttyh1","0","0","0","0","1","0","0","0","1","1"
"MIRT014134","mmu","mmu","mmu-miR-181a-5p","Dnaja4","0","0","0","0","1","0","0","0","1","1"
"MIRT014343","mmu","mmu","mmu-miR-181a-5p","Fign","0","0","0","0","1","0","0","0","1","1"
"MIRT014199","mmu","mmu","mmu-miR-181a-5p","Sdf2l1","0","0","0","0","1","0","0","0","1","1"
"MIRT014186","mmu","mmu","mmu-miR-181a-5p","Sv2b","0","0","0","0","1","0","0","0","1","1"
"MIRT014255","mmu","mmu","mmu-miR-181a-5p","Inpp5e","0","0","0","0","1","0","0","0","1","1"
"MIRT014077","mmu","mmu","mmu-miR-181a-5p","Twsg1","0","0","0","0","1","0","0","0","1","1"
"MIRT014281","mmu","mmu","mmu-miR-181a-5p","Tmem167","0","0","0","0","1","0","0","0","1","1"
"MIRT014105","mmu","mmu","mmu-miR-181a-5p","Arrdc4","0","0","0","0","1","0","0","0","1","1"
"MIRT014014","mmu","mmu","mmu-miR-181a-5p","Aggf1","0","0","0","0","1","0","0","0","1","1"
"MIRT014300","mmu","mmu","mmu-miR-181a-5p","3110001I22Rik","0","0","0","0","1","0","0","0","1","1"
"MIRT014239","mmu","mmu","mmu-miR-181a-5p","Sfrs18","0","0","0","0","1","0","0","0","1","1"
"MIRT014029","mmu","mmu","mmu-miR-181a-5p","4933411K20Rik","0","0","0","0","1","0","0","0","1","1"
"MIRT014083","mmu","mmu","mmu-miR-181a-5p","Tmem170","0","0","0","0","1","0","0","0","1","1"
"MIRT014401","mmu","mmu","mmu-miR-181a-5p","Swt1","0","0","0","0","1","0","0","0","1","1"
"MIRT014099","mmu","mmu","mmu-miR-181a-5p","Pcyox1","0","0","0","0","1","0","0","0","1","1"
"MIRT014305","mmu","mmu","mmu-miR-181a-5p","Naa16","0","0","0","0","1","0","0","0","1","1"
"MIRT014054","mmu","mmu","mmu-miR-181a-5p","Trak1","0","0","0","0","1","0","0","0","1","1"
"MIRT014195","mmu","mmu","mmu-miR-181a-5p","Ttc14","0","0","0","0","1","0","0","0","1","1"
"MIRT014378","mmu","mmu","mmu-miR-181a-5p","Arl8b","0","0","0","0","1","0","0","0","1","1"
"MIRT014052","mmu","mmu","mmu-miR-181a-5p","Mboat2","0","0","0","0","1","0","0","0","1","1"
"MIRT014176","mmu","mmu","mmu-miR-181a-5p","Ssr3","0","0","0","0","1","0","0","0","1","1"
"MIRT014055","mmu","mmu","mmu-miR-181a-5p","Cpeb4","0","0","0","0","1","0","0","0","1","1"
"MIRT014113","mmu","mmu","mmu-miR-181a-5p","Ube2r2","0","0","0","0","1","0","0","0","1","1"
"MIRT014081","mmu","mmu","mmu-miR-181a-5p","Dctn4","0","0","0","0","1","0","0","0","1","1"
"MIRT014424","mmu","mmu","mmu-miR-181a-5p","Slc38a2","0","0","0","0","1","0","0","0","1","1"
"MIRT014230","mmu","mmu","mmu-miR-181a-5p","Sfr1","0","0","0","0","1","0","0","0","1","1"
"MIRT014374","mmu","mmu","mmu-miR-181a-5p","Ppap2b","0","0","0","0","1","0","0","0","1","1"
"MIRT014051","mmu","mmu","mmu-miR-181a-5p","Spire1","0","0","0","0","1","0","0","0","1","1"
"MIRT014034","mmu","mmu","mmu-miR-181a-5p","Pdhb","0","0","0","0","1","0","0","0","1","1"
"MIRT014085","mmu","mmu","mmu-miR-181a-5p","Pdrg1","0","0","0","0","1","0","0","0","1","1"
"MIRT014032","mmu","mmu","mmu-miR-181a-5p","Rtn4","0","0","0","0","1","0","0","0","1","1"
"MIRT014384","mmu","mmu","mmu-miR-181a-5p","Trp53inp2","0","0","0","0","1","0","0","0","1","1"
"MIRT014184","mmu","mmu","mmu-miR-181a-5p","Acss1","0","0","0","0","1","0","0","0","1","1"
"MIRT014309","mmu","mmu","mmu-miR-181a-5p","Elovl5","0","0","0","0","1","0","0","0","1","1"
"MIRT014039","mmu","mmu","mmu-miR-181a-5p","Cdan1","0","0","0","0","1","0","0","0","1","1"
"MIRT014257","mmu","mmu","mmu-miR-181a-5p","Sec31a","0","0","0","0","1","0","0","0","1","1"
"MIRT014375","mmu","mmu","mmu-miR-181a-5p","Elf2","0","0","0","0","1","0","0","0","1","1"
"MIRT014268","mmu","mmu","mmu-miR-181a-5p","Antxr1","0","0","0","0","1","0","0","0","1","1"
"MIRT014069","mmu","mmu","mmu-miR-181a-5p","Sash1","0","0","0","0","1","0","0","0","1","1"
"MIRT014138","mmu","mmu","mmu-miR-181a-5p","Afap1","0","0","0","0","1","0","0","0","1","1"
"MIRT014367","mmu","mmu","mmu-miR-181a-5p","Hmgxb4","0","0","0","0","1","0","0","0","1","1"
"MIRT014130","mmu","mmu","mmu-miR-181a-5p","Spag9","0","0","0","0","1","0","0","0","1","1"
"MIRT014283","mmu","mmu","mmu-miR-181a-5p","Tom1l1","0","0","0","0","1","0","0","0","1","1"
"MIRT014437","mmu","mmu","mmu-miR-181a-5p","Fndc3b","0","0","0","0","1","0","0","0","1","1"
"MIRT014245","mmu","mmu","mmu-miR-181a-5p","Tsc22d2","0","0","0","0","1","0","0","0","1","1"
"MIRT014023","mmu","mmu","mmu-miR-181a-5p","Sulf2","0","0","0","0","1","0","0","0","1","1"
"MIRT014064","mmu","mmu","mmu-miR-181a-5p","Fbxl20","0","0","0","0","1","0","0","0","1","1"
"MIRT014380","mmu","mmu","mmu-miR-181a-5p","Kcnk10","0","0","0","0","1","0","0","0","1","1"
"MIRT014091","mmu","mmu","mmu-miR-181a-5p","Amer1","0","0","0","0","1","0","0","0","1","1"
"MIRT014159","mmu","mmu","mmu-miR-181a-5p","Faim2","0","0","0","0","1","0","0","0","1","1"
"MIRT014048","mmu","mmu","mmu-miR-181a-5p","Katnbl1","0","0","0","0","1","0","0","0","1","1"
"MIRT014109","mmu","mmu","mmu-miR-181a-5p","Tmem87b","0","0","0","0","1","0","0","0","1","1"
"MIRT014409","mmu","mmu","mmu-miR-181a-5p","Zfp655","0","0","0","0","1","0","0","0","1","1"
"MIRT014177","mmu","mmu","mmu-miR-181a-5p","Tmem135","0","0","0","0","1","0","0","0","1","1"
"MIRT014359","mmu","mmu","mmu-miR-181a-5p","Ubash3b","0","0","0","0","1","0","0","0","1","1"
"MIRT014150","mmu","mmu","mmu-miR-181a-5p","Prdm4","0","0","0","0","1","0","0","0","1","1"
"MIRT014289","mmu","mmu","mmu-miR-181a-5p","Slc22a23","0","0","0","0","1","0","0","0","1","1"
"MIRT014118","mmu","mmu","mmu-miR-181a-5p","Wdr13","0","0","0","0","1","0","0","0","1","1"
"MIRT014321","mmu","mmu","mmu-miR-181a-5p","Otud4","0","0","0","0","1","0","0","0","1","1"
"MIRT014017","mmu","mmu","mmu-miR-181a-5p","Atl1","0","0","0","0","1","0","0","0","1","1"
"MIRT014031","mmu","mmu","mmu-miR-181a-5p","Paqr8","0","0","0","0","1","0","0","0","1","1"
"MIRT014247","mmu","mmu","mmu-miR-181a-5p","Osbp2","0","0","0","0","1","0","0","0","1","1"
"MIRT014250","mmu","mmu","mmu-miR-181a-5p","Morc2a","0","0","0","0","1","0","0","0","1","1"
"MIRT014407","mmu","mmu","mmu-miR-181a-5p","Ddit4","0","0","0","0","1","0","0","0","1","1"
"MIRT014213","mmu","mmu","mmu-miR-181a-5p","Kbtbd11","0","0","0","0","1","0","0","0","1","1"
"MIRT014278","mmu","mmu","mmu-miR-181a-5p","Lamp5","0","0","0","0","1","0","0","0","1","1"
"MIRT014147","mmu","mmu","mmu-miR-181a-5p","Adhfe1","0","0","0","0","1","0","0","0","1","1"
"MIRT014379","mmu","mmu","mmu-miR-181a-5p","Fads1","0","0","0","0","1","0","0","0","1","1"
"MIRT014076","mmu","mmu","mmu-miR-181a-5p","Slc24a2","0","0","0","0","1","0","0","0","1","1"
"MIRT014123","mmu","mmu","mmu-miR-181a-5p","Golga1","0","0","0","0","1","0","0","0","1","1"
"MIRT014315","mmu","mmu","mmu-miR-181a-5p","Tanc2","0","0","0","0","1","0","0","0","1","1"
"MIRT014010","mmu","mmu","mmu-miR-181a-5p","Fam115a","0","0","0","0","1","0","0","0","1","1"
"MIRT014351","mmu","mmu","mmu-miR-181a-5p","Mboat7","0","0","0","0","1","0","0","0","1","1"
"MIRT014314","mmu","mmu","mmu-miR-181a-5p","Usp45","0","0","0","0","1","0","0","0","1","1"
"MIRT014366","mmu","mmu","mmu-miR-181a-5p","Zfyve20","0","0","0","0","1","0","0","0","1","1"
"MIRT014372","mmu","mmu","mmu-miR-181a-5p","Ttyh3","0","0","0","0","1","0","0","0","1","1"
"MIRT014334","mmu","mmu","mmu-miR-181a-5p","Zfp449","0","0","0","0","1","0","0","0","1","1"
"MIRT014200","mmu","mmu","mmu-miR-181a-5p","Gpr146","0","0","0","0","1","0","0","0","1","1"
"MIRT014132","mmu","mmu","mmu-miR-181a-5p","Med8","0","0","0","0","1","0","0","0","1","1"
"MIRT014197","mmu","mmu","mmu-miR-181a-5p","Rab27b","0","0","0","0","1","0","0","0","1","1"
"MIRT014030","mmu","mmu","mmu-miR-181a-5p","Rad54l2","0","0","0","0","1","0","0","0","1","1"
"MIRT014337","mmu","mmu","mmu-miR-181a-5p","Tbl1xr1","0","0","0","0","1","0","0","0","1","1"
"MIRT014098","mmu","mmu","mmu-miR-181a-5p","Sf3b1","0","0","0","0","1","0","0","0","1","1"
"MIRT014311","mmu","mmu","mmu-miR-181a-5p","Pi4k2a","0","0","0","0","1","0","0","0","1","1"
"MIRT014395","mmu","mmu","mmu-miR-181a-5p","Sep15","0","0","0","0","1","0","0","0","1","1"
"MIRT014209","mmu","mmu","mmu-miR-181a-5p","Aff4","0","0","0","0","1","0","0","0","1","1"
"MIRT014274","mmu","mmu","mmu-miR-181a-5p","Pard6g","0","0","0","0","1","0","0","0","1","1"
"MIRT014146","mmu","mmu","mmu-miR-181a-5p","Ube2n","0","0","0","0","1","0","0","0","1","1"
"MIRT014137","mmu","mmu","mmu-miR-181a-5p","Nipa2","0","0","0","0","1","0","0","0","1","1"
"MIRT014157","mmu","mmu","mmu-miR-181a-5p","Trim9","0","0","0","0","1","0","0","0","1","1"
"MIRT014336","mmu","mmu","mmu-miR-181a-5p","Slc4a10","0","0","0","0","1","0","0","0","1","1"
"MIRT014180","mmu","mmu","mmu-miR-181a-5p","AI597479","0","0","0","0","1","0","0","0","1","1"
"MIRT014021","mmu","mmu","mmu-miR-181a-5p","4933434E20Rik","0","0","0","0","1","0","0","0","1","1"
"MIRT014237","mmu","mmu","mmu-miR-181a-5p","Camta1","0","0","0","0","1","0","0","0","1","1"
"MIRT014298","mmu","mmu","mmu-miR-181a-5p","Tmem168","0","0","0","0","1","0","0","0","1","1"
"MIRT014371","mmu","mmu","mmu-miR-181a-5p","Plekha1","0","0","0","0","1","0","0","0","1","1"
"MIRT014303","mmu","mmu","mmu-miR-181a-5p","Zdhhc7","0","0","0","0","1","0","0","0","1","1"
"MIRT014398","mmu","mmu","mmu-miR-181a-5p","Fbxw11","0","0","0","0","1","0","0","0","1","1"
"MIRT014226","mmu","mmu","mmu-miR-181a-5p","Arrdc3","0","0","0","0","1","0","0","0","1","1"
"MIRT014116","mmu","mmu","mmu-miR-181a-5p","Btaf1","0","0","0","0","1","0","0","0","1","1"
"MIRT014198","mmu","mmu","mmu-miR-181a-5p","Scamp1","0","0","0","0","1","0","0","0","1","1"
"MIRT014234","mmu","mmu","mmu-miR-181a-5p","Grm5","0","0","0","0","1","0","0","0","1","1"
"MIRT014224","mmu","mmu","mmu-miR-181a-5p","Ogt","0","0","0","0","1","0","0","0","1","1"
"MIRT014432","mmu","mmu","mmu-miR-181a-5p","Foxp1","0","0","0","0","1","0","0","0","1","1"
"MIRT014218","mmu","mmu","mmu-miR-181a-5p","Chd9","0","0","0","0","1","0","0","0","1","1"
"MIRT014142","mmu","mmu","mmu-miR-181a-5p","Lmo3","0","0","0","0","1","0","0","0","1","1"
"MIRT014038","mmu","mmu","mmu-miR-181a-5p","Cald1","0","0","0","0","1","0","0","0","1","1"
"MIRT014040","mmu","mmu","mmu-miR-181a-5p","Dnah5","0","0","0","0","1","0","0","0","1","1"
"MIRT014328","mmu","mmu","mmu-miR-181a-5p","Cds2","0","0","0","0","1","0","0","0","1","1"
"MIRT014062","mmu","mmu","mmu-miR-181a-5p","Srgap1","0","0","0","0","1","0","0","0","1","1"
"MIRT014290","mmu","mmu","mmu-miR-181a-5p","Oxr1","0","0","0","0","1","0","0","0","1","1"
"MIRT014172","mmu","mmu","mmu-miR-181a-5p","Glcci1","0","0","0","0","1","0","0","0","1","1"
"MIRT014258","mmu","mmu","mmu-miR-181a-5p","Usp33","0","0","0","0","1","0","0","0","1","1"
"MIRT014028","mmu","mmu","mmu-miR-181a-5p","Dicer1","0","0","0","0","1","0","0","0","1","1"
"MIRT014272","mmu","mmu","mmu-miR-181a-5p","Prpf8","0","0","0","0","1","0","0","0","1","1"
"MIRT014016","mmu","mmu","mmu-miR-181a-5p","Eme2","0","0","0","0","1","0","0","0","1","1"
"MIRT014188","mmu","mmu","mmu-miR-181a-5p","Zzef1","0","0","0","0","1","0","0","0","1","1"
"MIRT014046","mmu","mmu","mmu-miR-181a-5p","Bptf","0","0","0","0","1","0","0","0","1","1"
"MIRT014075","mmu","mmu","mmu-miR-181a-5p","Arhgef17","0","0","0","0","1","0","0","0","1","1"
"MIRT014285","mmu","mmu","mmu-miR-181a-5p","Wdr37","0","0","0","0","1","0","0","0","1","1"
"MIRT014428","mmu","mmu","mmu-miR-181a-5p","Dip2c","0","0","0","0","1","0","0","0","1","1"
"MIRT014013","mmu","mmu","mmu-miR-181a-5p","Rsrc2","0","0","0","0","1","0","0","0","1","1"
"MIRT014057","mmu","mmu","mmu-miR-181a-5p","Prrg3","0","0","0","0","1","0","0","0","1","1"
"MIRT014112","mmu","mmu","mmu-miR-181a-5p","Snx30","0","0","0","0","1","0","0","0","1","1"
"MIRT014193","mmu","mmu","mmu-miR-181a-5p","Lpp","0","0","0","0","1","0","0","0","1","1"
"MIRT014148","mmu","mmu","mmu-miR-181a-5p","Bai3","0","0","0","0","1","0","0","0","1","1"
"MIRT014128","mmu","mmu","mmu-miR-181a-5p","Inpp5a","0","0","0","0","1","0","0","0","1","1"
"MIRT014066","mmu","mmu","mmu-miR-181a-5p","Sprn","0","0","0","0","1","0","0","0","1","1"
"MIRT014018","mmu","mmu","mmu-miR-181a-5p","Ddx46","0","0","0","0","1","0","0","0","1","1"
"MIRT014344","mmu","mmu","mmu-miR-181a-5p","Kmt2a","0","0","0","0","1","0","0","0","1","1"
"MIRT014414","mmu","mmu","mmu-miR-181a-5p","Csnk1g1","0","0","0","0","1","0","0","0","1","1"
"MIRT014078","mmu","mmu","mmu-miR-181a-5p","Vezt","0","0","0","0","1","0","0","0","1","1"
