"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","WT_1411","WT_1601","WT_1710","KO_1411","KO_1601","KO_1710","LFCandPADJSig","gene_symbol"
"27","ENSMUSG00000112424.1",23.3787551964374,-1.52991514575737,0.189304918542932,-8.08175063560432,6.3843551525502e-16,3.01412500479842e-13,49.1618475248721,44.0431508186853,47.0675328350672,0,0,0,"Significant down","Gm6494"
"28","ENSMUSG00000015966.17",522.788658830875,0.881693089979002,0.110687697698492,7.96559245798652,1.64434033640772e-15,7.48585938149613e-13,324.67303469551,368.524323176754,367.659596107883,746.132688663513,662.20756622982,667.534744111769,"Significant up","Il17rb"
"29","ENSMUSG00000044037.15",649.753883646636,-0.946763159605696,0.118968912153245,-7.95807192374896,1.74740775541859e-15,7.68076091666234e-13,958.656026735006,771.204559233306,900.499590467134,381.566590151974,479.10869999116,407.487835301238,"Significant down","Als2cl"
"30","ENSMUSG00000062939.11",211.217668412374,1.054684939581,0.134035749472845,7.86868386776676,3.58391531438426e-15,1.52280561708187e-12,127.001439439253,129.432933018177,123.441265359893,293.730716676396,289.906538211211,303.793117769312,"Significant up","Stat4"
"31","ENSMUSG00000069892.9",22.2937068780066,-1.4812541027531,0.188497576381695,-7.85821298706598,3.89652346316889e-15,1.60222530919399e-12,47.1134372113358,42.2454711934328,44.4033328632709,0,0,0,"Significant down","9930111J21Rik2"
"32","ENSMUSG00000020023.18",325.194422819409,-1.00254300089217,0.12860735045236,-7.7953787039843,6.42155962191187e-15,2.55798814064096e-12,443.480832880617,491.665377506548,412.062928971154,205.894843200818,178.521394582693,219.541159774623,"Significant down","Tmcc3"
"33","ENSMUSG00000104145.1",5937.10765006905,1.09807411375851,0.143456220658614,7.65441964605785,1.94187188980302e-14,7.50092150888458e-12,3748.5908737715,3973.77081162056,2499.90764020215,7790.0030583502,7095.08106674807,10515.2924497218,"Significant up","D130019J16Rik"
"34","ENSMUSG00000050271.12",170.973103983401,1.318097950561,0.173110909424523,7.61418188456632,2.6536689406998e-14,9.94891705502952e-12,57.3554887790174,71.9071850100984,95.0231323273997,320.175925894849,285.329066555245,196.047825333796,"Significant up","Prag1"
"35","ENSMUSG00000034164.17",188.265614524151,-1.09409121774446,0.144747258159327,-7.55863172579175,4.0733137239928e-14,1.48350085827818e-11,244.785032467592,283.134540977263,278.852930381341,119.947913240843,99.1785525459408,103.694717531925,"Significant down","Emid1"
"36","ENSMUSG00000095105.2",396.299124657526,0.862059321570527,0.114227884676169,7.54683783223706,4.45953301439897e-14,1.57904631484843e-11,259.123904662347,285.831060415141,265.53193052236,542.126788978299,491.315291073737,533.865772293272,"Significant up","Edaradd"
"37","ENSMUSG00000110631.1",199.03618475163,1.2344457860569,0.163818345618048,7.53545508837627,4.86634661153925e-14,1.67652216911597e-11,106.51733630389,115.950335828784,72.8214658957643,279.563640309367,254.812588848802,364.551741323175,"Significant up","Gm42047"
"38","ENSMUSG00000070056.6",631.132483662357,-0.84166503747214,0.111897514728211,-7.52174916052841,5.40482059282564e-14,1.81303284465127e-11,910.518384366902,797.270913799466,773.506058478179,392.900251245597,451.643870055361,460.955424028637,"Significant down","Mfhas1"
"39","ENSMUSG00000094405.1",2489.15319499035,0.723376597204627,0.0962971694551935,7.51191962647676,5.82665602436996e-14,1.90442011134984e-11,2002.32108148177,1694.31304680044,1811.65598082145,2868.36072844442,3398.00979261246,3160.25853978157,"Significant up","Gm23143"
"40","ENSMUSG00000046876.16",549.858866238025,0.778328212280383,0.1044591076998,7.45103255636823,9.26125027960515e-14,2.95132893285317e-11,403.536831766659,404.477915681804,372.987996051476,689.464383195398,686.620748394974,742.06532233784,"Significant up","Atxn1"
"41","ENSMUSG00000040328.16",19.9511138557901,-1.37099198892209,0.186336967512778,-7.35759525993187,1.8725277585715e-13,5.82173447280754e-11,41.9924114274949,37.7512721303017,39.9629995769438,0,0,0,"Significant down",NA
"42","ENSMUSG00000003352.14",106.532716805288,-1.24055963020286,0.168981005177075,-7.34141466907996,2.11347884009874e-13,6.41440827969968e-11,149.533952888153,154.600447771712,182.053664739411,56.6683054681149,53.4038359862758,42.9360939780628,"Significant down","Cacnb3"
"43","ENSMUSG00000027220.2",1050.54990556585,0.646514766855569,0.0885226867356067,7.30337940133396,2.80628411525852e-13,8.3190008412094e-11,777.37171398704,814.348870239365,825.901991256839,1340.20542432092,1281.69206367062,1263.77936992034,"Significant up","Syt13"
"44","ENSMUSG00000020009.13",2097.92636203335,0.568747197415258,0.078034418758036,7.28841460559591,3.13623576051349e-13,9.08581755437852e-11,1642.82507145614,1718.58172174135,1656.2443158,2569.90765297901,2448.94733594208,2551.05207428151,"Significant up","Ifngr1"
"45","ENSMUSG00000060985.15",1001.34273025468,-0.697147467341969,0.0957430049076675,-7.28144544882713,3.30262198105397e-13,9.35522719833222e-11,1281.28065111698,1309.60960699642,1175.80025421941,734.79902756989,711.033930560129,795.532911065239,"Significant down","Tdrd5"
"46","ENSMUSG00000044864.16",1401.56751228699,-0.647594431384395,0.0896860879429203,-7.22067877234816,5.17287159017282e-13,1.43344769912898e-10,1729.88250978144,1817.45410113024,1642.92331594102,1076.69780389418,1013.14705985392,1129.30028312112,"Significant down","Ankrd50"
"47","ENSMUSG00000019726.12",5679.13634968338,0.570405534630748,0.0803981585051646,7.0947587013962,1.29577369961257e-12,3.51430369126839e-10,4623.26207765151,4688.34846265842,4251.17508832956,6701.02712160459,6570.19765019724,7240.80769765897,"Significant up","Lyst"
"48","ENSMUSG00000034265.8",198.325866048089,-1.14346085488956,0.162938488921603,-7.01774554592642,2.25476684518945e-12,5.98781520325623e-10,297.019495462769,347.851007486351,235.337664175336,104.836365116013,79.3428420367526,125.567822011316,"Significant down","Zdhhc14"
"49","ENSMUSG00000054555.11",658.618857981449,-0.699581241131051,0.0998822254100071,-7.00406141592597,2.48647031159824e-12,6.46837491060057e-10,821.412535728071,863.785059933807,797.483858224345,494.903201088204,465.37628502326,508.752207891008,"Significant down","Adam12"
"50","ENSMUSG00000084128.10",62.207357262669,-1.27731837811638,0.183548438591119,-6.95902611823242,3.42632994618233e-12,8.73508556479724e-10,96.2752847362079,95.2770201383804,105.679932214585,27.3896809762555,25.9390060504768,22.6832194601087,"Significant down","Esrp2"
"51","ENSMUSG00000016756.17",1358.96393641181,0.655770780873906,0.096265707818193,6.81209119775436,9.61900928566685e-12,2.40418649734108e-09,1107.16577446639,1043.55302245905,954.671656560324,1573.48994849799,1670.77715442777,1804.12606205936,"Significant up","Cmah"
"52","ENSMUSG00000025089.15",215.163067249004,0.887244474538965,0.133440542430128,6.64898731960374,2.95116419275978e-11,7.23432499329018e-09,137.243491006935,148.308569083328,139.426465190671,296.564131949801,276.174123243312,293.261623019976,"Significant up","Gfra1"
"53","ENSMUSG00000041926.15",251.971431088383,0.849200189119008,0.128279902114945,6.61990050754862,3.59440707584422e-11,8.6448881124125e-09,161.824414769371,169.880724586358,178.501398110349,347.565606871105,335.681254770876,318.375187422239,"Significant up","Rnpep"
"54","ENSMUSG00000117465.1",15.8976176624596,1.19083937472724,0.18047537516764,6.59834824347141,4.15763755868937e-11,9.81433443715062e-09,0,0,0,30.2230962496613,33.5681254770876,31.5944842480085,"Significant up","Gm49980"
"55","ENSMUSG00000050066.6",667.703190859649,-0.72968062898841,0.11067860282364,-6.5927885821898,4.31641051744506e-11,1.00038699756131e-08,868.525972939407,910.524730190371,769.953791849117,477.902709447769,447.066398399395,532.245542331835,"Significant down","A130023I24Rik"
"56","ENSMUSG00000026770.5",479.799745896543,0.767146025922086,0.117887334351186,6.50745078039309,7.64367835033227e-11,1.73989228449438e-08,360.520215182395,360.434764863118,305.494930099304,587.461433352791,584.390548078389,680.49658380326,"Significant up","Il2ra"
"57","ENSMUSG00000031431.13",1360.20620539728,0.744042224122793,0.115188097785704,6.45936722999811,1.05141685673649e-10,2.3513001180386e-08,894.131101858611,935.692244943906,1112.74752155357,1897.44376142405,1837.09195792789,1484.13064467568,"Significant up","Tsc22d3"
"58","ENSMUSG00000020340.16",2839.62206772352,-0.469696211530345,0.0727907805811732,-6.45268820831726,1.09883285822778e-10,2.41496938686716e-08,3326.61834918301,3284.36067533625,3332.91416471711,2357.40150747358,2387.91438052919,2348.52332910196,"Significant down","Cyfip2"
"59","ENSMUSG00000053819.16",968.420888635821,0.673631993300439,0.107456450700574,6.2688837097133,3.63645572700989e-10,7.85659341562628e-08,752.790790224604,780.192957359568,650.064793118286,1173.97839494778,1118.42890794115,1335.06948822354,"Significant up","Camk2d"
"60","ENSMUSG00000021136.13",311.768877101847,-1.06550942240133,0.170638024067984,-6.24426723305716,4.25791486265944e-10,8.89764602529834e-08,556.143400125116,506.945654321194,308.1591300711,135.059461365674,148.00491687625,216.30069985175,"Significant down","Smoc1"
"61","ENSMUSG00000027947.11",123.396497569495,-1.01254204413695,0.162122910398965,-6.24552101640176,4.22389731811783e-10,8.89764602529834e-08,177.187492120893,156.398127396964,192.710464626596,70.8353818351437,80.8686659220748,62.3788535152988,"Significant down","Il6ra"
"62","ENSMUSG00000118012.1",27.7577486064879,1.20558983496954,0.193303248771182,6.23677999533588,4.46669477558498e-10,9.18338037167447e-08,4.09682062707267,8.08955831363607,7.99259991538876,52.8904184369073,47.3005404449871,46.1765539009355,"Significant up",""
"63","ENSMUSG00000022876.18",182.476985158997,1.04369410342849,0.167845460223443,6.21818488292197,5.02938758695083e-10,1.01761275509305e-07,127.001439439253,78.199063698482,95.9111989846651,205.894843200818,318.897192032333,268.958173598431,"Significant up","Samsn1"
"64","ENSMUSG00000105708.1",363.571445700687,0.743127778848664,0.1211133139785,6.135805837008,8.47285908048451e-10,1.68755522967088e-07,249.906058251433,248.978628097466,283.293263667668,482.625068236779,491.315291073737,425.310364877037,"Significant up","Gm36070"
"65","ENSMUSG00000001524.14",538.853920022875,-0.736048278556124,0.120284074903745,-6.11924961093258,9.40170341963325e-10,1.84374636138562e-07,661.636531272237,635.479747526745,766.401525220056,405.178384097022,424.179040119562,340.24829190163,"Significant down","Gtf2h4"
"66","ENSMUSG00000058454.15",248.254888493413,-0.878788229554717,0.143818948248784,-6.11037864102965,9.93950363063017e-10,1.91967958757035e-07,378.955908004222,290.325259478272,333.913063131797,139.781820154683,186.150514009304,160.402766182197,"Significant down","Dhcr7"
"67","ENSMUSG00000027901.12",581.497960045691,0.693089305284507,0.11424495253975,6.06669520076482,1.30569010743875e-09,2.48412414918234e-07,467.037551486285,439.532668374227,386.308995910457,676.241778586171,718.66304998674,801.203715930266,"Significant up","Dennd2d"
"68","ENSMUSG00000048490.14",3684.31952297674,0.498011551498857,0.0836326304276873,5.95475173926833,2.60466913510341e-09,4.88260550958282e-07,3117.68049720231,3127.96254793928,2825.82810341856,4222.73322913236,4188.38656520934,4623.32619495857,"Significant up","Nrip1"
"69","ENSMUSG00000079555.2",863.048986955569,0.646633090198991,0.108929250412122,5.93626677639406,2.915852047088e-09,5.38671971655518e-07,714.895199424182,665.14146134341,587.900127109707,982.250628113992,1055.87012864294,1172.23637709919,"Significant up","Haus3"
"70","ENSMUSG00000075254.12",1512.8805994949,0.490763673451993,0.0832073008378117,5.89808428479843,3.6774612550605e-09,6.69665694546517e-07,1291.52270268466,1227.81518404743,1216.65132045362,1716.10518392608,1808.10130410677,1817.08790175085,"Significant up","Heg1"
"71","ENSMUSG00000049555.10",85.0755205598109,-1.04517737583021,0.177826777110894,-5.87750277439058,4.16501737517067e-09,7.47767274384515e-07,144.412927104312,107.860777515148,124.329332017159,35.8899267964728,53.4038359862758,44.5563239394991,"Significant down","Tmie"
"72","ENSMUSG00000017493.12",233.841334952171,-0.831443723191843,0.141579917853707,-5.87261057780074,4.2898537448155e-09,7.59482856738377e-07,307.261547030451,278.640341914131,344.569863018982,158.671255310722,176.995570697371,136.90943174137,"Significant down","Igfbp4"
"73","ENSMUSG00000024601.9",700.586266517589,0.555912384513098,0.0950276483402736,5.85000675300829,4.91553054807626e-09,8.58332436936001e-07,572.530682633406,552.786484765132,549.713260847294,821.690429287666,852.935551895091,853.861189676947,"Significant up","Isoc1"
"74","ENSMUSG00000039997.16",463.373241699237,0.767744114150122,0.13194153006922,5.81882075906915,5.92642429697699e-09,1.00725507351421e-06,377.931702847454,316.391614044433,282.405197010403,515.681579759846,619.484497440799,668.344859092487,"Significant up","Ifi203"
"75","ENSMUSG00000066677.12",82.0746855406982,-1.1214268828412,0.192655100260691,-5.82090420302262,5.85301114868407e-09,1.00725507351421e-06,185.381133375039,124.03989414242,88.8066657265418,17.0004916404345,35.0939493624098,42.1259789973446,"Significant down","Ifi208"
"76","ENSMUSG00000039384.8",660.456396141318,0.561391886669438,0.0972655234903897,5.77174590259524,7.84543618071771e-09,1.31586546046853e-06,541.804527930361,515.934052447456,515.966727871208,768.800010850759,811.738306991392,808.49475075673,"Significant up","Dusp10"
"77","ENSMUSG00000036661.14",126.473193703181,0.891215952904192,0.154484358778986,5.76897208201649,7.97565145389774e-09,1.32033284523162e-06,77.8395919143808,78.199063698482,83.4782657829493,174.727275193354,178.521394582693,166.073571047224,"Significant up","Dennd3"
"78","ENSMUSG00000064262.7",931.102261735486,0.602348338982957,0.104524999756401,5.76272030984691,8.27688949565285e-09,1.35263474873188e-06,777.37171398704,739.745165791387,655.393193061878,1061.58625576935,1113.85143628518,1238.66580551808,"Significant up","Gimap8"
"79","ENSMUSG00000044770.14",668.544922108024,0.554463091315789,0.0966659409438802,5.73586814447588,9.70141162980284e-09,1.56536574740629e-06,539.756117616825,516.832892260082,540.83259427464,792.411804795807,831.57401750058,789.862106200212,"Significant up","Scml4"
"80","ENSMUSG00000025997.13",2592.21389996244,0.580649140985152,0.101561785544563,5.71720099121705,1.0829299970619e-08,1.7255135840685e-06,2225.59780565723,2074.52228754134,1814.32018079325,2883.47227656925,3091.31919166271,3464.05165755088,"Significant up","Ikzf2"
"81","ENSMUSG00000016194.14",259.417565692276,0.748479503549521,0.131826134762618,5.67777781619195,1.36455794321314e-08,2.11106087036995e-06,174.114876650589,202.238957840902,176.725264795818,351.343493902313,302.113129293789,349.969671670248,"Significant up","Hsd11b1"
"82","ENSMUSG00000026429.9",143.472947592198,0.853108224454934,0.150287048077639,5.67652525861187,1.37458266447561e-08,2.11106087036995e-06,88.0816434820625,99.7712192015116,93.2469990128689,202.11695616961,181.573042353338,196.047825333796,"Significant up","Ube2t"
"83","ENSMUSG00000055675.6",560.799915049655,-0.845518528581516,0.148927326958223,-5.67739007911356,1.36765354412677e-08,2.11106087036995e-06,597.111606395842,780.192957359568,881.85019066456,459.013274291731,350.939493624098,295.691967962131,"Significant down","Kbtbd11"
"84","ENSMUSG00000037991.9",940.34855505108,0.516509817344694,0.0911762742111466,5.66495858504326,1.47060051272656e-08,2.23163627806256e-06,733.330892246009,770.305719420679,786.82705833716,1160.75579033855,1107.74814074389,1083.12372922019,"Significant up","Rmi2"
"85","ENSMUSG00000045817.8",993.578690410376,0.833514704238499,0.147526302010903,5.64993965738325,1.60504169047782e-08,2.40699605041421e-06,511.078373227316,684.915937221187,779.722525079037,1663.21476548917,1271.01129647336,1051.52924497218,"Significant up","Zfp36l2"
"86","ENSMUSG00000114504.1",47.6024938278028,1.08666777107598,0.1924429850238,5.64669983133752,1.6355703096912e-08,2.42425752763183e-06,24.5809237624361,20.6733156904033,12.4329332017159,62.3351360149264,73.239546495464,92.3531078018709,"Significant up","Gm48321"
"87","ENSMUSG00000020396.8",16.0821073347638,-1.029220864478,0.182886548513808,-5.6276466084672,1.82684875515358e-08,2.64623194112984e-06,29.7019495462769,28.7628740040394,32.8584663188205,2.83341527340575,1.52582388532217,0.810114980718166,"Significant down","Nefh"
"88","ENSMUSG00000117313.1",332.912330956164,0.794146121959763,0.141065720921197,5.62961800197649,1.80609174135893e-08,2.64623194112984e-06,188.453748845343,241.787909596456,253.098997320644,514.737108002044,408.92080126634,390.475420706156,"Significant up","Gm49838"
"89","ENSMUSG00000074305.9",687.037920616048,0.548272775217323,0.0975161240964201,5.62238071188322,1.88343618524259e-08,2.69754618576261e-06,570.48227231987,547.393445889374,529.287727730189,794.300748311411,828.522369729936,852.240959715511,"Significant up","Peak1"
"90","ENSMUSG00000039633.7",200.939935194155,-0.777219767086143,0.138609217345353,-5.60727332547917,2.05538936559108e-08,2.9111164714655e-06,247.857647937897,259.76470584898,279.740997038607,148.282065974901,140.375797449639,129.618396914907,"Significant down",NA
"91","ENSMUSG00000026728.9",745.756232790221,-0.561850856664293,0.100275221959884,-5.60308763902878,2.10566689238635e-08,2.94955339310427e-06,864.429152312334,878.166496935827,955.55972321759,615.795586086849,607.277906358222,553.308531830507,"Significant down","Vim"
"92","ENSMUSG00000048215.14",64.2948956509294,-1.05760993429763,0.18906195438103,-5.59398604420511,2.21914800263378e-08,3.07472604234487e-06,86.0332331685262,122.242214517167,91.470865698338,36.8343985542747,16.7840627385438,32.4045992287266,"Significant down","A630023P12Rik"
"93","ENSMUSG00000041782.14",36.1652539930126,1.0688232148429,0.193062658933826,5.5361467657464,3.09198497639363e-08,4.2380142466763e-06,11.2662567244499,15.2802768146459,15.9851998307775,61.3906642571245,57.9813076422423,55.0878186888353,"Significant up","Lad1"
"94","ENSMUSG00000047730.17",265.538858182896,-0.777541618697713,0.140559251792976,-5.53177118389136,3.17013274961734e-08,4.29890235738003e-06,333.890881106423,313.695094606554,392.525462511315,190.783295075987,205.986224518492,156.352191278606,"Significant down","Fcgbp"
"95","ENSMUSG00000020577.17",996.494367924657,0.500256683100261,0.0911863814806856,5.48608986316912,4.10927912936891e-08,5.51378748021742e-06,826.533561511912,841.314064618151,778.834458421772,1162.64473385416,1138.26461845034,1231.37477069161,"Significant up","Tspan13"
"96","ENSMUSG00000066258.13",526.767081938372,-0.656556686139848,0.120538257852828,-5.4468738625829,5.12627891021279e-08,6.80673721546693e-06,715.91940458095,682.219417783309,579.019460537053,363.621626753737,379.930147445219,439.892434529964,"Significant down","Trim12a"
"97","ENSMUSG00000027546.15",87.8563807968915,-0.965177418663012,0.177668748176715,-5.43245465827797,5.55840800327341e-08,7.30443575440475e-06,140.316106477239,138.421331144439,103.903798900054,43.4457008588881,42.7230687890206,58.328278611708,"Significant down","Atp9a"
"98","ENSMUSG00000020326.7",646.626683004941,0.571655423098151,0.106156588088762,5.38502068868461,7.24363161082562e-08,9.42189511665247e-06,523.368835108534,536.607368137859,469.787261693406,765.022123819551,740.02458438125,844.949924889047,"Significant up","Ccng1"
"99","ENSMUSG00000020108.4",1190.55775634994,0.784210075190336,0.145723819307847,5.38148175717015,7.38751914428987e-08,9.51199055881444e-06,672.902787996687,774.79991848381,991.970456165472,1865.33172165878,1667.72550665713,1170.61614713775,"Significant up","Ddit4"
"100","ENSMUSG00000027639.16",554.387567146288,-0.612119727704402,0.113869443469608,-5.37562764033162,7.63163650468459e-08,9.72804705252144e-06,688.265865348209,621.098310524725,733.543058901235,422.178875737456,469.953756679227,391.285535686874,"Significant down","Samhd1"
"101","ENSMUSG00000026019.15",1533.01731864699,0.468164757222794,0.0884316195774976,5.29408778737242,1.19611966747998e-07,1.50959776251161e-05,1348.87819146368,1225.11866460955,1242.40525351432,1688.71550294982,1864.55678786369,1828.4295114809,"Significant up","Wdr12"
"102","ENSMUSG00000032890.17",37.1362847706257,-1.01845797632909,0.192852136922624,-5.281030288701,1.28459449641188e-07,1.60536529860414e-05,60.428104249322,53.0315489449476,62.1646660085793,15.1115481248306,18.309886623866,13.7719546722088,"Significant down","Rims3"
"103","ENSMUSG00000000184.12",1198.08510076643,-0.548598153628587,0.104171145210257,-5.26631585475332,1.39188726391836e-07,1.72256184011334e-05,1491.24270825445,1297.02584961965,1532.80305044011,919.915492099065,1060.44760029891,887.075903886392,"Significant down","Ccnd2"
"104","ENSMUSG00000018168.8",3183.15875104551,-0.384638143143616,0.0731557300709715,-5.25779925605913,1.4578953430231e-07,1.78690307091495e-05,3568.3307661803,3693.33279008118,3602.8864285258,2788.08062903125,2685.45003816701,2760.87185428751,"Significant down","Ikzf3"
"105","ENSMUSG00000039137.18",691.009196028508,-0.543581912507374,0.103758131232604,-5.2389331423942,1.61507531128194e-07,1.96070142789627e-05,826.533561511912,779.294117546942,881.85019066456,553.460450071922,590.493843619678,514.423012756036,"Significant down","Whrn"
"106","ENSMUSG00000029311.16",232.4387322506,0.685677889426182,0.131080986438072,5.23094850030078,1.68642490831016e-07,2.0280055005877e-05,177.187492120893,160.892326460095,172.284931509491,281.452583824971,312.793896491044,290.021163097104,"Significant up","Hsd17b11"
"107","ENSMUSG00000037999.13",1832.69330078928,0.63658206446497,0.122587792114055,5.19286670790755,2.07080447012344e-07,2.46696678323958e-05,1517.87204233043,1505.55668614894,1137.613387957,2092.94941528904,2085.8012512354,2656.36702177487,"Significant up","Arap2"
