"","WT_1411","WT_1601","WT_1710","KO_1411","KO_1601","KO_1710"
"ENSMUSG00000036892.12",0,0,0,0,0,1
"ENSMUSG00000036893.17",1206,1471,1440,1361,783,1536
"ENSMUSG00000036894.3",321,356,359,339,216,407
"ENSMUSG00000036896.5",35,47,54,39,21,32
"ENSMUSG00000036898.16",271,353,315,380,203,443
"ENSMUSG00000036899.10",0,0,0,0,0,0
"ENSMUSG00000036902.11",197,269,159,118,52,178
"ENSMUSG00000036904.6",1,5,3,1,2,6
"ENSMUSG00000036905.8",54,55,73,47,33,44
"ENSMUSG00000036907.9",0,0,0,0,0,0
"ENSMUSG00000036908.17",44,65,80,53,25,36
"ENSMUSG00000036912.17",3,3,1,1,2,3
"ENSMUSG00000036913.15",0,2,1,1,0,0
"ENSMUSG00000036915.17",0,0,0,0,0,0
"ENSMUSG00000036916.13",346,392,306,410,252,597
"ENSMUSG00000036918.16",595,641,752,555,365,583
"ENSMUSG00000036921.2",0,0,0,0,0,0
"ENSMUSG00000036923.12",4,5,3,3,1,5
"ENSMUSG00000036924.3",0,0,0,0,0,1
"ENSMUSG00000036925.8",0,0,0,0,0,1
"ENSMUSG00000036928.14",30,33,38,18,12,18
"ENSMUSG00000036931.15",121,150,182,190,111,168
"ENSMUSG00000036932.14",181,226,220,219,123,244
"ENSMUSG00000036934.9",133,141,132,126,84,170
"ENSMUSG00000036938.17",0,0,0,1,0,0
"ENSMUSG00000036940.15",783,897,860,840,516,1026
"ENSMUSG00000036941.2",73,79,84,62,41,73
"ENSMUSG00000036943.9",637,732,641,853,520,1125
"ENSMUSG00000036944.6",150,146,137,201,147,291
"ENSMUSG00000036948.17",209,237,288,253,161,243
"ENSMUSG00000036949.16",0,0,0,0,0,0
"ENSMUSG00000036951.2",0,2,0,0,0,0
"ENSMUSG00000036955.16",201,265,309,274,149,235
"ENSMUSG00000036957.8",0,0,0,0,0,0
"ENSMUSG00000036958.5",0,0,0,0,0,0
"ENSMUSG00000036959.15",232,298,329,288,159,271
"ENSMUSG00000036960.10",3,1,0,4,1,0
"ENSMUSG00000036961.5",47,59,66,38,21,35
"ENSMUSG00000036962.12",0,0,0,0,0,0
"ENSMUSG00000036964.14",2,1,3,1,1,1
"ENSMUSG00000036966.15",111,120,139,130,86,139
"ENSMUSG00000036968.15",203,218,282,229,153,216
"ENSMUSG00000036972.14",0,0,0,1,2,0
"ENSMUSG00000036975.5",66,85,73,56,29,67
"ENSMUSG00000036977.8",51,61,52,50,29,66
"ENSMUSG00000036980.13",200,211,238,183,123,207
"ENSMUSG00000036983.7",26,47,31,42,12,48
"ENSMUSG00000036985.12",267,258,243,196,145,287
"ENSMUSG00000036986.16",461,596,646,605,331,576
"ENSMUSG00000036989.16",26,31,38,21,13,18
"ENSMUSG00000036990.13",1294,1734,1282,1807,909,2384
"ENSMUSG00000036992.10",114,112,136,82,60,92
"ENSMUSG00000036995.7",3,2,1,2,3,1
"ENSMUSG00000037001.10",239,262,249,251,161,323
"ENSMUSG00000037003.16",2,2,1,0,1,0
"ENSMUSG00000037005.16",1,2,3,1,1,0
"ENSMUSG00000037007.17",238,286,252,330,192,417
"ENSMUSG00000037010.7",5,8,8,10,5,9
"ENSMUSG00000037012.18",642,686,846,767,510,766
"ENSMUSG00000037013.17",697,760,751,696,450,866
"ENSMUSG00000037014.4",0,0,0,0,0,0
"ENSMUSG00000037016.11",6,5,4,1,3,5
"ENSMUSG00000037017.15",211,289,251,247,123,282
"ENSMUSG00000037020.16",74,100,107,91,47,85
"ENSMUSG00000037022.3",38,50,38,43,22,58
"ENSMUSG00000037025.11",0,0,1,0,0,0
"ENSMUSG00000037028.7",0,0,0,0,0,0
"ENSMUSG00000037029.8",387,490,439,452,247,536
"ENSMUSG00000037031.10",4,1,1,1,3,1
"ENSMUSG00000037032.16",11,10,8,1,3,6
"ENSMUSG00000037033.9",0,0,2,1,1,0
"ENSMUSG00000037034.16",17,20,18,14,8,17
"ENSMUSG00000037035.5",1,3,3,1,3,4
"ENSMUSG00000037049.9",106,103,125,86,63,97
"ENSMUSG00000037053.6",0,0,0,0,0,0
"ENSMUSG00000037058.16",1459,1485,1405,1327,922,1830
"ENSMUSG00000037060.3",1,0,1,0,0,1
"ENSMUSG00000037062.13",881,950,772,910,592,1342
"ENSMUSG00000037064.6",0,0,0,0,0,0
"ENSMUSG00000037070.10",78,83,92,87,58,100
"ENSMUSG00000037071.3",45,138,100,162,31,123
"ENSMUSG00000037072.15",404,452,386,411,257,566
"ENSMUSG00000037075.7",377,424,348,346,214,489
"ENSMUSG00000037085.8",131,147,147,133,84,160
"ENSMUSG00000037086.3",1,1,1,2,0,0
"ENSMUSG00000037089.11",155,188,188,198,115,221
"ENSMUSG00000037095.8",3,3,3,4,3,4
"ENSMUSG00000037096.6",5,1,4,5,6,9
"ENSMUSG00000037098.18",201,215,225,166,110,200
"ENSMUSG00000037101.16",0,0,0,0,0,0
"ENSMUSG00000037103.8",193,271,318,325,167,258
"ENSMUSG00000037104.9",130,155,120,156,91,221
"ENSMUSG00000037106.8",0,0,2,1,1,0
"ENSMUSG00000037108.13",99,125,121,114,63,127
"ENSMUSG00000037110.20",1130,1309,1180,1259,761,1608
"ENSMUSG00000037111.9",3275,3800,3790,3803,2308,4416
"ENSMUSG00000037112.16",482,528,491,553,356,725
"ENSMUSG00000037119.4",104,119,106,105,63,137
"ENSMUSG00000037124.6",0,0,0,0,0,0
"ENSMUSG00000037126.16",3,3,1,1,1,1
"ENSMUSG00000037129.7",0,0,2,4,3,2
"ENSMUSG00000037130.4",0,0,0,0,0,0
"ENSMUSG00000037134.17",344,385,370,356,223,443
"ENSMUSG00000037138.18",1481,1465,1599,1523,1090,1893
"ENSMUSG00000037139.15",2,0,1,0,0,0
"ENSMUSG00000037140.6",0,1,0,0,0,1
"ENSMUSG00000037143.17",0,1,0,0,0,2
"ENSMUSG00000037145.14",5,5,1,1,1,7
"ENSMUSG00000037148.8",298,339,344,336,209,393
"ENSMUSG00000037149.10",366,437,421,415,244,486
"ENSMUSG00000037151.8",33,55,48,51,20,50
"ENSMUSG00000037152.11",49,57,61,70,42,75
"ENSMUSG00000037157.8",0,0,0,0,1,0
"ENSMUSG00000037159.11",1,2,1,3,1,3
"ENSMUSG00000037161.14",0,4,1,0,0,1
"ENSMUSG00000037166.5",8,7,9,6,6,9
"ENSMUSG00000037167.5",0,0,0,0,0,1
"ENSMUSG00000037169.15",15,11,25,19,18,14
"ENSMUSG00000037171.6",0,0,0,0,0,0
"ENSMUSG00000037172.14",751,970,819,815,433,999
"ENSMUSG00000037174.18",1256,1441,1425,1413,868,1673
"ENSMUSG00000037185.9",1,1,5,4,5,3
"ENSMUSG00000037188.7",2,0,2,0,1,1
"ENSMUSG00000037190.12",44,64,67,49,22,42
"ENSMUSG00000037196.6",0,0,1,0,0,0
"ENSMUSG00000037197.11",288,320,336,338,215,390
"ENSMUSG00000037202.6",32,27,24,16,15,29
"ENSMUSG00000037204.7",139,161,215,169,105,139
"ENSMUSG00000037206.15",5,6,8,6,3,4
"ENSMUSG00000037210.16",1140,1253,1213,1093,701,1375
"ENSMUSG00000037211.12",26,23,30,37,29,42
"ENSMUSG00000037214.12",83,91,95,94,62,112
"ENSMUSG00000037216.5",7,7,7,6,4,8
"ENSMUSG00000037217.15",0,1,0,0,0,0
"ENSMUSG00000037221.13",183,189,237,173,119,176
"ENSMUSG00000037224.15",137,154,190,230,147,219
"ENSMUSG00000037225.13",14,14,10,2,0,6
"ENSMUSG00000037234.17",1519,1715,1476,1771,1099,2405
"ENSMUSG00000037235.13",4296,4286,5287,5501,3897,5920
"ENSMUSG00000037236.16",1501,1790,1361,1706,988,2426
"ENSMUSG00000037239.8",18,27,32,22,10,16
"ENSMUSG00000037242.8",576,721,771,746,422,747
"ENSMUSG00000037243.17",90,116,149,137,78,107
"ENSMUSG00000037246.6",0,0,0,0,0,1
"ENSMUSG00000037247.3",0,0,0,0,0,0
"ENSMUSG00000037251.5",73,111,88,97,42,110
"ENSMUSG00000037253.8",515,572,503,551,348,747
"ENSMUSG00000037254.18",0,0,0,0,0,0
"ENSMUSG00000037257.8",875,958,1088,981,636,1054
"ENSMUSG00000037259.15",5,3,9,5,6,2
"ENSMUSG00000037260.8",97,160,112,102,36,119
"ENSMUSG00000037262.7",223,199,250,243,193,292
"ENSMUSG00000037263.13",0,0,0,0,0,0
"ENSMUSG00000037266.18",3892,5326,4143,5146,2543,6424
"ENSMUSG00000037270.18",5934,7036,5821,6303,3695,8458
"ENSMUSG00000037275.14",518,656,685,561,312,570
"ENSMUSG00000037278.9",18,24,20,18,9,23
"ENSMUSG00000037279.13",0,0,0,0,0,0
"ENSMUSG00000037280.12",785,803,929,813,563,918
"ENSMUSG00000037286.15",1767,2049,1783,2126,1282,2793
"ENSMUSG00000037287.15",1557,1789,1788,1800,1104,2107
"ENSMUSG00000037295.7",219,231,267,368,248,405
"ENSMUSG00000037296.7",127,144,136,136,84,171
"ENSMUSG00000037300.19",845,947,926,792,498,969
"ENSMUSG00000037306.13",25,15,23,9,14,16
"ENSMUSG00000037307.11",0,0,0,0,0,0
"ENSMUSG00000037313.16",330,451,469,514,266,489
"ENSMUSG00000037315.15",201,232,220,212,129,260
"ENSMUSG00000037316.9",245,322,280,311,163,367
"ENSMUSG00000037318.10",1933,2150,2420,2481,1582,2647
"ENSMUSG00000037321.17",787,971,1049,957,549,961
"ENSMUSG00000037325.10",7,9,7,5,2,7
"ENSMUSG00000037326.10",216,283,340,303,167,251
"ENSMUSG00000037331.15",1202,1232,1430,1106,764,1242
"ENSMUSG00000037334.2",0,0,0,0,0,0
"ENSMUSG00000037335.13",0,0,0,0,0,0
"ENSMUSG00000037336.14",10,12,16,15,10,14
"ENSMUSG00000037337.11",426,499,566,477,290,478
"ENSMUSG00000037339.17",449,525,544,486,294,540
"ENSMUSG00000037341.14",40,45,46,47,29,55
"ENSMUSG00000037343.8",441,550,465,495,274,625
"ENSMUSG00000037344.14",155,158,197,138,97,144
"ENSMUSG00000037346.5",0,0,0,0,0,2
"ENSMUSG00000037347.7",0,0,0,1,0,0
"ENSMUSG00000037348.15",56,71,84,110,64,101
"ENSMUSG00000037349.9",12,18,23,29,16,23
"ENSMUSG00000037351.9",550,596,689,569,373,607
"ENSMUSG00000037353.9",270,324,350,333,197,345
"ENSMUSG00000037355.14",397,407,411,377,261,488
"ENSMUSG00000037358.6",0,0,0,0,0,0
"ENSMUSG00000037361.8",260,279,269,314,206,406
"ENSMUSG00000037362.8",0,3,1,0,1,1
"ENSMUSG00000037363.9",131,147,148,136,86,162
"ENSMUSG00000037364.12",1221,1394,1870,1639,1027,1342
"ENSMUSG00000037366.14",52,66,60,55,29,64
"ENSMUSG00000037369.17",655,704,629,635,416,873
"ENSMUSG00000037370.13",12,16,10,13,6,19
"ENSMUSG00000037373.12",1357,1509,1650,1345,856,1481
"ENSMUSG00000037375.16",41,64,58,85,39,85
"ENSMUSG00000037376.14",167,199,185,169,99,205
"ENSMUSG00000037379.7",1,2,0,3,2,4
"ENSMUSG00000037386.16",0,1,0,2,0,0
"ENSMUSG00000037390.12",2,1,1,0,0,1
"ENSMUSG00000037393.2",0,0,0,1,0,0
"ENSMUSG00000037395.15",201,207,202,234,161,312
"ENSMUSG00000037400.17",1380,1619,1189,1439,847,2123
"ENSMUSG00000037405.8",153,172,212,168,107,160
"ENSMUSG00000037406.7",1,3,3,3,1,2
"ENSMUSG00000037408.10",231,246,262,187,125,222
"ENSMUSG00000037410.13",717,839,887,809,489,879
"ENSMUSG00000037411.10",6,7,5,3,2,6
"ENSMUSG00000037415.6",496,575,574,488,296,568
"ENSMUSG00000037416.13",1708,1905,1494,1710,1070,2514
"ENSMUSG00000037418.6",0,0,0,0,0,0
"ENSMUSG00000037419.9",48,49,54,28,20,34
"ENSMUSG00000037424.6",0,0,0,0,0,0
"ENSMUSG00000037426.18",526,699,676,756,398,797
"ENSMUSG00000037428.14",1,0,0,1,2,0
"ENSMUSG00000037432.15",0,0,1,1,1,0
"ENSMUSG00000037434.7",3,3,5,5,4,5
"ENSMUSG00000037437.18",0,2,0,1,0,0
"ENSMUSG00000037438.6",0,4,2,0,0,0
"ENSMUSG00000037440.8",1,0,0,0,1,0
"ENSMUSG00000037443.13",679,824,815,918,532,1031
"ENSMUSG00000037446.14",1,0,0,1,1,1
"ENSMUSG00000037447.16",474,480,571,517,362,573
"ENSMUSG00000037451.8",0,0,0,0,0,0
"ENSMUSG00000037455.16",0,1,0,0,0,1
"ENSMUSG00000037458.15",789,963,787,885,501,1171
"ENSMUSG00000037461.10",904,1205,1199,1306,686,1331
"ENSMUSG00000037463.14",38,31,36,20,19,30
"ENSMUSG00000037465.10",344,332,301,270,199,406
"ENSMUSG00000037466.13",297,400,486,474,254,373
"ENSMUSG00000037469.10",0,0,0,0,0,0
"ENSMUSG00000037470.14",1619,1769,1867,1621,1049,1886
"ENSMUSG00000037474.13",594,809,723,754,381,839
"ENSMUSG00000037475.15",1611,1901,1540,1992,1172,2728
"ENSMUSG00000037477.8",0,0,0,0,0,0
"ENSMUSG00000037482.2",0,3,0,0,0,0
"ENSMUSG00000037486.18",1643,1885,1543,1598,971,2225
"ENSMUSG00000037487.7",1965,2285,2225,2411,1459,2860
"ENSMUSG00000037490.5",0,1,1,0,0,1
"ENSMUSG00000037492.16",1,1,0,0,0,0
"ENSMUSG00000037493.6",2,1,3,1,1,0
"ENSMUSG00000037499.9",15,17,12,9,5,15
"ENSMUSG00000037503.12",3080,3752,3780,3415,1973,3745
"ENSMUSG00000037509.21",49,56,59,62,39,70
"ENSMUSG00000037514.17",784,1038,917,912,475,1052
"ENSMUSG00000037519.17",1057,1128,1339,1072,713,1123
"ENSMUSG00000037523.13",121,140,151,155,94,166
"ENSMUSG00000037525.5",108,170,149,145,62,146
"ENSMUSG00000037526.7",121,140,128,104,63,132
"ENSMUSG00000037529.13",0,0,0,0,0,0
"ENSMUSG00000037531.8",74,77,63,54,36,83
"ENSMUSG00000037533.20",1924,2239,1943,2288,1373,3003
"ENSMUSG00000037535.5",5,2,7,3,4,3
"ENSMUSG00000037536.14",108,184,168,162,63,145
"ENSMUSG00000037537.6",0,2,0,0,0,0
"ENSMUSG00000037541.21",4,6,8,3,2,0
"ENSMUSG00000037542.13",4,6,1,3,0,5
"ENSMUSG00000037544.14",429,563,600,538,289,516
"ENSMUSG00000037548.15",22,21,30,26,20,26
"ENSMUSG00000037552.17",1142,1172,1425,1131,781,1202
"ENSMUSG00000037553.14",808,856,983,866,580,951
"ENSMUSG00000037563.15",123,89,226,140,125,61
"ENSMUSG00000037568.12",1,3,3,2,0,0
"ENSMUSG00000037570.16",82,94,98,69,43,78
"ENSMUSG00000037572.17",399,523,509,596,319,634
"ENSMUSG00000037573.5",157,164,160,169,114,221
"ENSMUSG00000037577.13",5,6,3,3,1,6
"ENSMUSG00000037578.4",0,0,0,0,0,0
"ENSMUSG00000037579.7",302,361,409,251,149,246
"ENSMUSG00000037580.10",89,97,96,93,60,116
"ENSMUSG00000037583.2",0,0,0,0,0,0
"ENSMUSG00000037593.12",19,14,17,19,18,26
"ENSMUSG00000037594.11",2,0,3,0,1,0
"ENSMUSG00000037600.16",0,0,0,0,1,0
"ENSMUSG00000037601.11",197,262,243,240,126,265
"ENSMUSG00000037603.7",0,0,0,0,0,0
"ENSMUSG00000037605.16",2,1,0,0,0,1
"ENSMUSG00000037606.18",30,44,52,71,37,58
"ENSMUSG00000037608.16",2966,3164,2968,3095,2047,4115
"ENSMUSG00000037610.15",0,0,0,0,0,0
"ENSMUSG00000037613.16",1,2,2,0,0,1
"ENSMUSG00000037617.12",126,127,120,111,79,155
"ENSMUSG00000037621.8",1,3,3,1,0,0
"ENSMUSG00000037622.14",600,756,901,806,458,700
"ENSMUSG00000037624.15",6,7,5,4,2,5
"ENSMUSG00000037625.7",0,0,0,0,0,0
"ENSMUSG00000037627.16",0,0,0,0,0,0
"ENSMUSG00000037628.10",43,67,61,70,31,71
"ENSMUSG00000037636.6",1,1,3,0,1,1
"ENSMUSG00000037638.5",30,28,38,21,17,22
"ENSMUSG00000037640.15",205,248,178,195,109,286
"ENSMUSG00000037643.14",175,205,190,199,119,246
"ENSMUSG00000037646.10",1638,1957,1601,1889,1097,2541
"ENSMUSG00000037649.10",63,91,104,93,46,75
"ENSMUSG00000037652.15",1814,2126,1958,2026,1211,2513
"ENSMUSG00000037653.7",0,0,0,0,0,0
"ENSMUSG00000037656.9",155,254,195,181,70,197
"ENSMUSG00000037660.5",0,1,0,1,0,0
"ENSMUSG00000037661.14",5,4,5,1,2,4
"ENSMUSG00000037664.13",19,12,18,0,5,4
"ENSMUSG00000037669.15",307,319,310,302,205,400
"ENSMUSG00000037674.15",1662,1827,1477,1895,1207,2759
"ENSMUSG00000037679.9",59,76,80,53,28,52
"ENSMUSG00000037681.13",0,2,1,1,0,0
"ENSMUSG00000037683.14",1,1,2,0,1,2
"ENSMUSG00000037685.15",936,1190,1110,1376,755,1566
"ENSMUSG00000037686.6",0,2,0,2,2,0
"ENSMUSG00000037689.6",0,0,0,0,0,0
"ENSMUSG00000037692.14",916,1084,1285,971,584,909
"ENSMUSG00000037697.19",720,773,761,754,496,956
"ENSMUSG00000037703.14",30,31,26,21,15,34
"ENSMUSG00000037705.13",2,0,3,1,1,2
"ENSMUSG00000037706.17",515,548,636,547,365,590
"ENSMUSG00000037708.16",1,0,0,0,0,0
"ENSMUSG00000037709.13",19,15,10,10,11,23
"ENSMUSG00000037710.8",64,54,57,34,30,53
"ENSMUSG00000037712.16",3,3,0,0,1,1
"ENSMUSG00000037716.15",0,0,2,0,0,0
"ENSMUSG00000037720.16",470,574,455,453,255,613
"ENSMUSG00000037722.8",42,47,36,47,28,68
"ENSMUSG00000037725.8",181,242,215,212,109,242
"ENSMUSG00000037727.6",0,0,0,0,0,0
"ENSMUSG00000037730.13",268,354,248,280,141,389
"ENSMUSG00000037731.5",17,23,28,24,14,20
"ENSMUSG00000037735.7",1,0,1,0,1,1
"ENSMUSG00000037736.20",8,11,16,9,5,5
"ENSMUSG00000037737.6",0,0,0,0,0,0
"ENSMUSG00000037738.11",0,0,0,0,0,0
"ENSMUSG00000037740.8",182,221,225,194,113,212
"ENSMUSG00000037742.14",4228,5387,5586,4580,2531,4655
"ENSMUSG00000037747.9",1,0,0,1,0,4
"ENSMUSG00000037750.16",53,69,64,66,34,73
"ENSMUSG00000037752.4",28,36,36,28,14,29
"ENSMUSG00000037754.13",2242,2450,2583,2447,1583,2849
"ENSMUSG00000037759.6",8,11,9,11,4,13
"ENSMUSG00000037761.16",271,280,358,284,196,282
"ENSMUSG00000037762.6",5,8,9,7,3,5
"ENSMUSG00000037771.11",1,0,0,0,0,0
"ENSMUSG00000037772.13",64,73,72,55,34,66
"ENSMUSG00000037773.14",51,73,76,68,33,63
"ENSMUSG00000037780.3",0,0,0,0,0,0
"ENSMUSG00000037784.14",0,5,1,0,0,0
"ENSMUSG00000037787.14",187,217,209,178,108,215
"ENSMUSG00000037788.14",146,176,162,186,108,225
"ENSMUSG00000037790.3",0,0,0,0,0,0
"ENSMUSG00000037791.15",715,813,861,804,500,896
"ENSMUSG00000037795.14",3004,3345,3223,3476,2199,4337
"ENSMUSG00000037797.14",0,0,0,0,0,1
"ENSMUSG00000037798.7",1,1,0,0,1,0
"ENSMUSG00000037801.13",3,5,4,6,3,8
"ENSMUSG00000037805.15",143,148,184,162,112,168
"ENSMUSG00000037808.13",675,889,647,732,374,992
"ENSMUSG00000037813.13",0,2,0,0,2,1
"ENSMUSG00000037815.7",220,268,271,177,101,193
"ENSMUSG00000037816.10",34,53,38,45,18,55
"ENSMUSG00000037818.16",5,13,6,22,8,26
"ENSMUSG00000037820.15",22,17,20,8,10,15
"ENSMUSG00000037822.12",577,729,603,616,336,784
"ENSMUSG00000037824.6",405,425,459,389,263,461
"ENSMUSG00000037826.5",474,546,462,711,431,961
"ENSMUSG00000037827.5",0,0,1,0,0,2
"ENSMUSG00000037833.14",25,25,29,18,14,22
"ENSMUSG00000037843.6",0,0,0,0,0,0
"ENSMUSG00000037845.14",25,35,36,47,25,47
"ENSMUSG00000037846.18",197,237,275,282,168,269
"ENSMUSG00000037847.14",30,37,40,47,28,49
"ENSMUSG00000037849.8",116,107,84,72,56,126
"ENSMUSG00000037851.13",455,556,562,521,300,568
"ENSMUSG00000037852.8",7,4,6,2,4,1
"ENSMUSG00000037855.15",25,27,34,37,24,37
"ENSMUSG00000037857.16",1806,2004,1593,1973,1243,2886
"ENSMUSG00000037860.15",34,62,55,131,55,125
"ENSMUSG00000037868.15",3,0,1,0,3,3
"ENSMUSG00000037872.5",1,0,1,0,1,0
"ENSMUSG00000037876.17",1609,1722,1487,1686,1108,2390
"ENSMUSG00000037884.6",0,0,0,0,0,0
"ENSMUSG00000037885.18",268,357,362,319,168,320
"ENSMUSG00000037887.11",1,1,0,0,1,3
"ENSMUSG00000037890.13",31,36,36,48,30,56
"ENSMUSG00000037892.13",0,0,0,0,0,1
"ENSMUSG00000037894.13",77,84,125,106,70,81
"ENSMUSG00000037896.17",1077,1383,1366,1377,751,1465
"ENSMUSG00000037902.18",77,77,95,86,62,93
"ENSMUSG00000037904.14",20,22,24,30,20,34
"ENSMUSG00000037905.13",221,301,280,267,135,286
"ENSMUSG00000037907.16",56,62,79,43,28,39
"ENSMUSG00000037910.2",0,0,0,0,0,0
"ENSMUSG00000037913.12",105,120,115,157,97,193
"ENSMUSG00000037916.14",283,349,411,350,203,317
"ENSMUSG00000037921.15",159,164,142,188,128,274
"ENSMUSG00000037922.13",8,19,20,27,9,17
"ENSMUSG00000037924.6",0,0,0,0,0,0
"ENSMUSG00000037926.15",1998,2244,2016,1776,1110,2339
"ENSMUSG00000037933.16",921,962,988,793,537,992
"ENSMUSG00000037935.16",539,554,538,513,353,685
"ENSMUSG00000037936.15",89,105,117,105,63,107
"ENSMUSG00000037938.4",87,109,103,119,68,138
"ENSMUSG00000037940.17",1313,1666,1095,1576,837,2348
"ENSMUSG00000037942.5",1,1,1,1,0,0
"ENSMUSG00000037944.8",247,301,308,190,109,205
"ENSMUSG00000037946.11",516,550,606,637,424,727
"ENSMUSG00000037949.8",160,161,173,149,106,186
"ENSMUSG00000037953.7",1,0,0,0,1,0
"ENSMUSG00000037957.14",469,524,510,465,293,575
"ENSMUSG00000037958.13",236,253,255,241,159,299
"ENSMUSG00000037960.11",13,18,25,15,8,8
"ENSMUSG00000037962.7",0,0,1,0,0,0
"ENSMUSG00000037965.14",1651,2044,1713,1808,1011,2315
"ENSMUSG00000037966.15",10,16,15,11,4,10
"ENSMUSG00000037971.10",37,35,29,33,25,55
"ENSMUSG00000037972.7",309,388,407,402,226,412
"ENSMUSG00000037973.6",0,0,0,0,0,0
"ENSMUSG00000037974.16",1,5,0,0,0,0
"ENSMUSG00000037977.6",0,3,5,5,2,0
"ENSMUSG00000037979.13",50,60,70,44,26,42
"ENSMUSG00000037982.16",9,8,11,6,6,8
"ENSMUSG00000037984.9",0,0,0,0,0,0
"ENSMUSG00000037989.15",5,6,4,4,2,6
"ENSMUSG00000037990.18",0,11,3,0,5,2
"ENSMUSG00000037991.9",716,857,886,1229,726,1337
"ENSMUSG00000037992.16",311,356,399,272,169,283
"ENSMUSG00000037993.8",516,572,755,535,344,466
"ENSMUSG00000037994.14",7,4,5,8,8,13
"ENSMUSG00000037995.15",8,10,12,9,5,8
"ENSMUSG00000037996.17",0,0,0,0,0,0
"ENSMUSG00000037997.12",850,1021,948,1219,712,1469
"ENSMUSG00000037999.13",1482,1675,1281,2216,1367,3279
"ENSMUSG00000038000.10",168,195,225,162,99,160
"ENSMUSG00000038002.9",1250,1445,1495,1392,850,1563
"ENSMUSG00000038005.15",273,357,322,349,185,400
"ENSMUSG00000038007.14",15,15,18,13,10,15
"ENSMUSG00000038009.7",1,1,0,0,1,0
"ENSMUSG00000038010.9",108,131,117,145,84,180
"ENSMUSG00000038011.15",9,16,12,11,4,11
"ENSMUSG00000038013.14",634,655,734,665,456,770
"ENSMUSG00000038014.7",2225,2516,2161,1998,1236,2713
"ENSMUSG00000038015.6",0,0,0,0,0,0
"ENSMUSG00000038020.5",23,22,38,25,20,19
"ENSMUSG00000038022.11",9,9,10,11,8,13
"ENSMUSG00000038023.12",1374,1568,1670,1458,904,1609
"ENSMUSG00000038024.17",1010,1158,1065,1019,623,1291
"ENSMUSG00000038025.8",1814,2093,2280,1789,1097,1903
"ENSMUSG00000038026.12",0,1,0,0,0,0
"ENSMUSG00000038028.9",39,39,39,23,17,32
"ENSMUSG00000038034.15",103,139,172,146,79,112
"ENSMUSG00000038037.5",382,459,526,442,262,425
"ENSMUSG00000038039.13",65,90,63,107,52,145
"ENSMUSG00000038042.11",21,28,30,18,9,16
"ENSMUSG00000038044.8",1,1,0,3,3,6
"ENSMUSG00000038045.14",0,0,0,0,1,0
"ENSMUSG00000038046.4",25,32,30,28,15,32
"ENSMUSG00000038047.18",441,532,425,471,270,641
"ENSMUSG00000038048.8",0,0,0,0,0,0
"ENSMUSG00000038055.12",137,159,162,148,90,169
"ENSMUSG00000038056.15",5542,6120,5893,6275,4005,7896
"ENSMUSG00000038057.4",0,0,0,0,0,1
"ENSMUSG00000038058.14",79,62,78,35,34,50
"ENSMUSG00000038059.7",131,141,132,76,49,101
"ENSMUSG00000038060.15",0,2,0,1,1,3
"ENSMUSG00000038064.7",1,0,0,0,0,0
"ENSMUSG00000038065.13",351,385,411,419,271,481
"ENSMUSG00000038067.2",0,0,0,1,0,0
"ENSMUSG00000038068.15",22,20,22,15,12,20
"ENSMUSG00000038069.6",293,300,252,278,192,420
"ENSMUSG00000038070.15",80,110,95,131,67,152
"ENSMUSG00000038071.3",0,0,0,0,0,0
"ENSMUSG00000038072.14",292,361,304,278,155,355
"ENSMUSG00000038074.16",1,4,1,0,0,0
"ENSMUSG00000038077.7",0,0,1,0,0,0
"ENSMUSG00000038079.14",25,23,29,20,15,22
"ENSMUSG00000038080.17",413,436,414,370,248,493
"ENSMUSG00000038084.16",751,865,812,760,463,942
"ENSMUSG00000038085.13",23,16,23,15,16,22
"ENSMUSG00000038086.4",0,0,0,0,0,0
"ENSMUSG00000038092.6",0,0,0,0,0,0
"ENSMUSG00000038094.15",0,0,0,0,0,0
"ENSMUSG00000038095.15",2580,2955,2803,2804,1720,3457
"ENSMUSG00000038102.15",402,482,485,485,285,542
"ENSMUSG00000038112.15",1,0,0,0,0,0
"ENSMUSG00000038115.16",0,0,1,0,0,0
"ENSMUSG00000038116.16",361,449,439,405,228,450
"ENSMUSG00000038119.15",313,400,380,319,174,355
"ENSMUSG00000038121.6",271,309,287,326,201,413
"ENSMUSG00000038122.9",42,62,48,53,23,63
"ENSMUSG00000038126.17",794,925,832,798,479,1015
"ENSMUSG00000038127.14",386,473,378,526,296,705
"ENSMUSG00000038128.7",1804,1892,1944,1763,1189,2194
"ENSMUSG00000038132.6",59,56,50,38,30,60
"ENSMUSG00000038135.4",1,0,2,0,0,0
"ENSMUSG00000038141.11",23,22,36,24,18,18
"ENSMUSG00000038143.16",9,12,10,7,3,8
"ENSMUSG00000038145.17",363,382,412,366,247,433
"ENSMUSG00000038146.8",517,596,777,714,444,606
"ENSMUSG00000038147.13",951,1011,864,1130,748,1625
"ENSMUSG00000038148.13",0,0,0,0,0,0
"ENSMUSG00000038150.7",211,234,265,196,126,209
"ENSMUSG00000038151.13",13,15,14,15,9,19
"ENSMUSG00000038152.4",1,1,0,0,0,0
"ENSMUSG00000038155.11",0,0,0,0,0,0
"ENSMUSG00000038156.16",5,9,9,15,8,13
"ENSMUSG00000038160.7",183,202,191,220,141,282
"ENSMUSG00000038165.8",0,0,0,0,0,0
