"","log2FoldChange","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","padj","gene_symbol"
"Ly75",0.633965773828916,9.57069415927939,6.95702996137334,0.000103222296271509,0.0176510126624281,1.82489248510503,"Ly75",13,7.27997959880676,7.09254427304075e-05,0.00995138519540487,"Ly75"
"Vim",-0.356429174674172,12.0114623465966,-5.60771248240523,0.000458932188699141,0.0369305431847309,0.33479773612002,"Vim",34,-7.19258259183043,7.74366826466298e-05,0.010593338186059,"Vim"
"Clip1",0.397961424757133,9.00673041622199,6.06410911406102,0.000270194214816909,0.0296989930691609,0.867912017522003,"Clip1",28,7.09155707496871,8.57979173004519e-05,0.0114508830114164,"Clip1"
"Aldoa",-0.267628692560837,10.7009645948961,-5.24795132017227,0.000710597247235521,0.0488951373445285,-0.10766029944632,"Aldoa",19,-7.00525697348501,9.3733101434634e-05,0.0118702791857129,"Aldoa"
"Phip",0.363491205525968,9.40158531680018,6.64278555584305,0.000143296777654671,0.022403427637896,1.50055900229536,"Phip",24,6.99294828345337,9.49294084349019e-05,0.0118702791857129,"Phip"
"Txndc5",0.45405233869749,8.58780945298917,6.47982755627289,0.000170624277190533,0.0258771318050709,1.32713750127636,"Txndc5",8,6.98766405131657,9.54481513471069e-05,0.0118702791857129,"Txndc5"
"Dnajb1",-0.363088675431165,9.91594118698332,-6.39674797347993,0.000186728063714265,0.0261993837088322,1.23731434304217,"Dnajb1",15,-6.96028927621238,9.81860105684496e-05,0.0119394188851235,"Dnajb1"
"Cpa3",1.71437571269983,5.71268343737508,6.96600550842665,0.00010227617245951,0.0176510126624281,1.83396523873396,"Cpa3",6,6.89220066846244,0.000105378954337909,0.0125355138725443,"Cpa3"
"Fh",0.324540825156944,11.5001202507961,5.38299950605993,0.000601785610226692,0.046039675005403,0.0607684227880831,"Fh",21,6.83004692061633,0.000112454532011927,0.013092578705729,"Fh"
"Foxk1",0.448779357853664,6.46758625496981,6.75519865506086,0.000127268206774792,0.0211033826506565,1.61808898405541,"Foxk1",8,6.78480993069418,0.000117933342207536,0.0131627545970409,"Foxk1"
"Glb1",0.36299259641234,8.28120634676887,6.10222351202612,0.000258814268396703,0.0295048265972241,0.911043316713478,"Glb1",8,6.7828994842192,0.000118171108221669,0.0131627545970409,"Glb1"
"Lipa",0.492651271411727,9.02487385143406,6.1200757387083,0.000253666022498418,0.0295048265972241,0.931173023962771,"Lipa",8,6.76618721442977,0.000120273707940798,0.0131627545970409,"Lipa"
"Bcl11b",-0.296792112224782,11.0629340604467,-5.07003226771909,0.000888004278506871,0.0551680636749849,-0.333887619817301,"Bcl11b",25,-6.69288714622117,0.000129995308781026,0.013542600439744,"Bcl11b"
"Got1",-0.368475965953111,9.85257858230063,-5.65470126984556,0.000434023294388237,0.0361398138756133,0.391124658609877,"Got1",15,-6.68657562384131,0.00013087201867043,0.013542600439744,"Got1"
"Ikzf3",-0.423152653082013,8.83858196697026,-6.17687227325677,0.000238021227393581,0.0295048265972241,0.99490954852024,"Ikzf3",11,-6.68444679632958,0.000131169192855708,0.013542600439744,"Ikzf3"
"Lta4h",0.219358858797342,12.4857603138815,4.28278822945135,0.0025149663731791,0.0982992571002573,-1.39414927145107,"Lta4h",29,6.5863992438629,0.000145695553431303,0.0147638160810387,"Lta4h"
