"","log2FoldChange","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","padj","gene_symbol"
"Wbp2",-0.249063015804428,8.58209761214194,-3.19238279211936,0.0123149430902953,0.194305903751937,-3.00777007647641,"Wbp2",6,-3.11249972162258,0.0137533064276888,0.178488051820731,"Wbp2"
"Ppa2",0.260076636486158,9.15589109932961,3.09783588414534,0.0142344671325138,0.206078937272606,-3.1535404963565,"Ppa2",13,3.11195023907359,0.0137649776806192,0.178488051820731,"Ppa2"
"Lrrc57",0.280567291766983,5.57821500704847,3.04410060151821,0.0154622586506708,0.212476554078124,-3.23662766092585,"Lrrc57",6,3.10791803877197,0.0138509398784948,0.178769462887764,"Lrrc57"
"Atp6v1b2",-0.115198278735832,9.93351455039653,-2.14726817852456,0.0631429147227652,0.364086437684901,-4.61971731797502,"Atp6v1b2",17,-3.1063065554295,0.0138854513043624,0.178769462887764,"Atp6v1b2"
"E2f2",-0.331549678183646,5.06614841140281,-3.72321571117364,0.00556916292213446,0.139421107027397,-2.20402734858433,"E2f2",4,-3.10565088807242,0.0138995186736789,0.178769462887764,"E2f2"
"Acap2",0.183141522186002,7.32213525534022,2.97908006101502,0.0170967046512698,0.216214139643921,-3.33735375985822,"Acap2",13,3.1048203372305,0.0139173595011308,0.178769462887764,"Acap2"
"Tdg",-0.184648273966623,7.48625730148883,-3.26478699492598,0.0110291572286783,0.183439356703123,-2.89656524144385,"Tdg",7,-3.10213283100617,0.0139752527806789,0.179092700739754,"Tdg"
"Ddx18",-0.160966822610819,9.98011233111183,-2.52047411420254,0.035043708401997,0.281998782905481,-4.04936717193555,"Ddx18",20,-3.09938373628952,0.0140347324622841,0.179319636888699,"Ddx18"
"Cdkn2c",0.402917382329146,6.29633774071774,3.46801086337054,0.00811997127026452,0.163921720286906,-2.58684785933577,"Cdkn2c",3,3.09828851314025,0.0140585022341469,0.179319636888699,"Cdkn2c"
"Aldh4a1",0.252020963824808,9.35104635420601,2.94041335796754,0.0181527955350533,0.223447807787307,-3.39733481927362,"Aldh4a1",15,3.09399279254859,0.0141521384242933,0.180007827786846,"Aldh4a1"
"Sqor",0.512749476389983,8.85047505877161,3.05143977964789,0.0152882606664732,0.212476554078124,-3.22527058526956,"Sqor",10,3.09230039804535,0.0141892066631103,0.180007827786846,"Sqor"
"Rpusd4",0.662536021479544,4.05778422756016,3.34743531067325,0.00973187252644273,0.175293747459851,-2.77014830026126,"Rpusd4",3,3.09009432109302,0.0142376778929114,0.180007827786846,"Rpusd4"
"Anxa3",-0.301225103603129,3.99460242535996,-3.43469300526332,0.00853506187324835,0.168605987618827,-2.63735519671306,"Anxa3",5,-3.08980532144089,0.0142440404663202,0.180007827786846,"Anxa3"
"Calcoco1",-0.490937461163875,3.87840663899952,-3.19014112086008,0.0123571737035223,0.194305903751937,-3.01121929034001,"Calcoco1",6,-3.08395124371611,0.0143735624398136,0.180460920768697,"Calcoco1"
"Kif11",-0.152119532899166,10.2292590056412,-2.45474576652779,0.0388725986050296,0.295431749398225,-4.15089125287293,"Kif11",33,-3.08150728468227,0.0144279975481242,0.180460920768697,"Kif11"
"Gzma",0.497634522377237,4.8774816856293,3.60151195131847,0.00665914416882685,0.148341323974415,-2.3856566548475,"Gzma",3,3.08136579907645,0.0144311554689913,0.180460920768697,"Gzma"
"Dpp3",-0.153088516301958,11.3544483360569,-2.40710716809153,0.0419086405287175,0.309062103737388,-4.22425921583088,"Dpp3",33,-3.08005039310417,0.014460549445525,0.180460920768697,"Dpp3"
"Hprt1",0.325943424358826,10.1499508845236,3.06480327094441,0.0149766528495457,0.210205492375904,-3.20459821447869,"Hprt1",11,3.07910140919177,0.014481794077249,0.180460920768697,"Hprt1"
"Ubap2",-0.230325207890383,8.63251167383129,-2.78696169068759,0.0230554893691852,0.242897483851194,-3.63573968484626,"Ubap2",14,-3.07902684261009,0.0144834647542463,0.180460920768697,"Ubap2"
"Mccc1",0.371032419383797,7.09727433417994,3.03556657205327,0.0156671785721029,0.212523790348475,-3.24983708133151,"Mccc1",7,3.07781045158201,0.0145107465530385,0.180460920768697,"Mccc1"
"Fubp1",-0.145403904150328,10.9652196796376,-2.38966106402136,0.0430790964828862,0.312637686942113,-4.25107545263984,"Fubp1",25,-3.07263970322023,0.0146273169176568,0.18149813644766,"Fubp1"
"Dennd10",-0.349400168251393,6.13424536791014,-3.09997938440692,0.0141876511368302,0.206078937272606,-3.15022946992558,"Dennd10",5,-3.06958969777296,0.0146965334411183,0.181944414004071,"Dennd10"
"Svil",0.193823731473746,8.31917643234327,2.75754496802135,0.0241415012156063,0.24600054869981,-3.6814698757459,"Svil",17,3.06418441442826,0.0148200388873213,0.183059261380186,"Svil"
"Pccb",0.313158671651694,9.0440435744016,2.87018686936591,0.0202470855146043,0.231835922955519,-3.50638739405569,"Pccb",14,3.0598256444476,0.0149204187835186,0.183281039366454,"Pccb"
"Zfp91",-0.314443013761821,7.05173244787693,-3.18712125071022,0.0124143045457949,0.194644912534641,-3.01586646953777,"Zfp91",6,-3.05880862378091,0.0149439417668316,0.183281039366454,"Zfp91"
"Swi5",0.566360546988506,4.24653308894899,3.21400201584592,0.0119153339582344,0.191204420584923,-2.97452372419188,"Swi5",3,3.05818947815514,0.01495828106258,0.183281039366454,"Swi5"
"Atic",0.0978569324286127,11.6219868625605,1.94773433926748,0.0863262474377972,0.413839317269675,-4.91527278655472,"Atic",28,3.05693234430723,0.0149874400895725,0.183281039366454,"Atic"
"Vdac3",0.151036875307337,10.675074665004,2.54183210658864,0.0338834052507447,0.281799878689641,-4.01631553876001,"Vdac3",13,3.0561564984072,0.0150054652112887,0.183281039366454,"Vdac3"
"Ig alpha chain C region OS=Mus musculus OX=10090",0.663561140321122,6.08045452712727,3.29682028730789,0.0105059981306279,0.183030720498265,-2.84749838219825,"Ig alpha chain C region OS=Mus musculus OX=10090",3,3.05123833147013,0.0151202539679552,0.183564330164072,"Ig alpha chain C region OS=Mus musculus OX=10090"
"Tubb2a",0.205786720123603,9.93087261396027,2.67391199802099,0.0275247454405803,0.259393739740004,-3.81144302297772,"Tubb2a",20,3.0505645769368,0.0151360501915126,0.183564330164072,"Tubb2a"
"Hdac4",0.393344712376562,4.8958396733241,3.12362071185013,0.0136818329974534,0.206078937272606,-3.11372926628337,"Hdac4",5,3.04999151199249,0.0151494992438573,0.183564330164072,"Hdac4"
"Dph2",-0.345321770481263,5.40550428037305,-3.56736787936837,0.00700409792876179,0.149712593227283,-2.43692557206627,"Dph2",4,-3.04942345361316,0.0151628430617984,0.183564330164072,"Dph2"
"Ubr4",0.109928724155406,10.0462568982893,2.00890155358252,0.0784601435700241,0.399380377316439,-4.82563401266379,"Ubr4",53,3.04523719393494,0.0152615568397517,0.184351521031173,"Ubr4"
"Tspan2",-0.400709679456233,6.92860967106754,-2.93180418505831,0.0183970030692641,0.223952635954033,-3.41069653037849,"Tspan2",2,-3.03910756924249,0.0154073027839932,0.185347169240218,"Tspan2"
"Thoc1",-0.118335556689818,9.59956151003047,-2.45768243902689,0.0386928480507457,0.295431749398225,-4.14636214433245,"Thoc1",17,-3.03892250629042,0.0154117255124816,0.185347169240218,"Thoc1"
"Lgals1",-0.232597752663271,11.2924450849659,-2.79727610970912,0.0226866954956648,0.241991418620425,-3.61970538135338,"Lgals1",9,-3.03684982785299,0.0154613496655792,0.18553619598695,"Lgals1"
"Ube2n",0.210313737139019,10.7299747624898,2.93686150907425,0.0182531378071868,0.223447807787307,-3.40284712112136,"Ube2n",7,3.03077516739913,0.0156077480678959,0.186883145355638,"Ube2n"
"Pus7l",-0.224375117590976,7.14261370151535,-2.84871566379069,0.0209360530307544,0.235395422222098,-3.53975099323922,"Pus7l",8,-3.02450930561035,0.0157602638758879,0.188297301154713,"Pus7l"
"Uncharacterized protein C1orf131 homolog OS=Mus musculus OX=10090",-0.207832167273482,7.61692975508915,-3.0076185554136,0.0163582657381867,0.215254800361379,-3.29312058470746,"Uncharacterized protein C1orf131 homolog OS=Mus musculus OX=10090",7,-3.02090757565149,0.0158486325339897,0.188313172520573,"Uncharacterized protein C1orf131 homolog OS=Mus musculus OX=10090"
"Slc38a2",-0.215209931816441,6.85976559978818,-2.9310989622234,0.0184171575620093,0.223952635954033,-3.41179116033269,"Slc38a2",4,-3.02080288497951,0.0158512088079699,0.188313172520573,"Slc38a2"
"Siae",-0.396382248776913,5.59592706094328,-3.37126908792088,0.00938836391529563,0.17355786265033,-2.73380513155527,"Siae",4,-3.01933354785642,0.01588741281734,0.188313172520573,"Siae"
"Mycbp2",0.212265457750247,8.21232630566324,2.87003901095055,0.0202517491178249,0.231835922955519,-3.50661712023173,"Mycbp2",25,3.01770511142124,0.0159276373103541,0.188313172520573,"Mycbp2"
"Ccsap",-0.46257325927558,4.40801052193319,-3.25842875121875,0.0111362134542249,0.184658666731875,-2.90631447822143,"Ccsap",3,-3.01731023082522,0.0159374072935868,0.188313172520573,"Ccsap"
"Ddx19a",-0.11994624394791,10.3491304119677,-2.29792405487036,0.0497932221969854,0.327880279015529,-4.39154023273415,"Ddx19a",20,-3.01540630329726,0.0159846009300067,0.188313172520573,"Ddx19a"
"Cnot7",-0.846022374443711,3.00368026194465,-3.03582594121995,0.0156609091242054,0.212523790348475,-3.2494355637134,"Cnot7",4,-3.01379344514879,0.0160246931817217,0.188313172520573,"Cnot7"
"Igf2bp3",0.243816606320266,7.23975768385955,2.79270835933158,0.0228492621602642,0.242308454536755,-3.62680614732915,"Igf2bp3",10,3.00860795357536,0.0161543023393452,0.188313172520573,"Igf2bp3"
"Usp15",0.107573111128467,8.69893424853243,2.12807893251179,0.0650783375956715,0.368823703969065,-4.64850760483834,"Usp15",20,3.00858905292323,0.0161547767381399,0.188313172520573,"Usp15"
"Taf8",-0.242677348301346,5.6305951499891,-2.89081188699296,0.0196072964566737,0.229067444720547,-3.4743468299999,"Taf8",6,-3.00776779404552,0.0161754039763699,0.188313172520573,"Taf8"
"Usp38",-0.493527256186866,3.07058920490039,-3.04597226209505,0.0154176902525135,0.212476554078124,-3.2337310865277,"Usp38",4,-3.00756162144742,0.0161805866240315,0.188313172520573,"Usp38"
"Smg7",-0.26124329442049,5.55210189629296,-3.19576123794204,0.0122515821356672,0.194305903751937,-3.00257241152207,"Smg7",7,-3.00743412204821,0.016183792492623,0.188313172520573,"Smg7"
"Rai1",-0.239833103388785,7.44531857316864,-2.77010528738369,0.0236715096655787,0.244397171490654,-3.66194419008244,"Rai1",19,-3.00511156516109,0.0162423068061261,0.188313172520573,"Rai1"
"Fas",-0.406641297377338,6.49459473471751,-3.15625852165546,0.0130142729275785,0.198544861160761,-3.06339653330047,"Fas",4,-3.00384412451703,0.0162743311556708,0.188313172520573,"Fas"
"Rars2",0.212037364208928,6.7822089347234,2.99042972458447,0.0167989691554936,0.215254800361379,-3.31975836281896,"Rars2",9,3.00370692700145,0.0162778016451446,0.188313172520573,"Rars2"
"Ube2q1",-0.308024737628807,7.02378471696734,-3.65402290373456,0.00616336189235977,0.144262829097447,-2.30707235909087,"Ube2q1",4,-2.99445106436668,0.0165137162388596,0.190084547256588,"Ube2q1"
"Overexpressed in colon carcinoma 1 protein homolog OS=Mus musculus OX=10090",0.520379791408902,3.5060138287203,3.17101219938222,0.0127237660673953,0.197236396376167,-3.04066699817374,"Overexpressed in colon carcinoma 1 protein homolog OS=Mus musculus OX=10090",2,2.9937065782559,0.0165328452587305,0.190084547256588,"Overexpressed in colon carcinoma 1 protein homolog OS=Mus musculus OX=10090"
"Ddx42",-0.115537579043052,10.2425637127221,-2.18258474069158,0.0597273747766704,0.354612048545656,-4.5665560036649,"Ddx42",22,-2.99361762434381,0.0165351324002441,0.190084547256588,"Ddx42"
"Clk3",-0.290105619050861,8.33490641272308,-2.90527016584717,0.0191712831757917,0.22706766566652,-3.45189186496288,"Clk3",7,-2.99133946127401,0.0165938194219426,0.190359286953606,"Clk3"
"Surf6",-0.16620552074945,9.7314658464298,-2.58832993135564,0.0314901329593435,0.275133093864737,-3.94427375796434,"Surf6",15,-2.984012272423,0.016784041598133,0.191236215391898,"Surf6"
"Srbd1",-0.134284885306217,8.87469451568827,-2.52282697449495,0.0349139396533112,0.281827295125737,-4.04572745649948,"Srbd1",15,-2.98320161517699,0.0168052256428108,0.191236215391898,"Srbd1"
"Zcchc9",-0.268508356904215,4.70537457307953,-2.71567906397792,0.025778356658624,0.255541970355056,-3.74654523768204,"Zcchc9",2,-2.98304112457906,0.0168094228590471,0.191236215391898,"Zcchc9"
"Bsg",-0.179749779467361,10.1386791266335,-2.69348462996162,0.0266917797123578,0.257391510902312,-3.78103505140209,"Bsg",8,-2.98301696623529,0.0168100547521022,0.191236215391898,"Bsg"
"Nup50",-0.256698097313588,9.90889034479271,-2.73528732658007,0.0249980092217925,0.249615157776731,-3.71606860285249,"Nup50",14,-2.97666916818904,0.0169769459356772,0.192550567224005,"Nup50"
"Dhfr",0.129197285482469,10.0153297386525,2.32684446162463,0.047570974752892,0.326200969734116,-4.34736448473175,"Dhfr",14,2.97594985214005,0.0169959656376452,0.192550567224005,"Dhfr"
"Glcci1",-0.411772564771026,5.18121357319961,-3.03171699411108,0.0157605377727716,0.212523790348475,-3.25579681855845,"Glcci1",5,-2.97191095122596,0.0171031705588506,0.193311382085493,"Glcci1"
"Taf5",-0.178112823207105,6.88923693170703,-3.43216171725163,0.00856750079475994,0.168631506290379,-2.6411970280659,"Taf5",10,-2.97076272982991,0.017133775641715,0.193311382085493,"Taf5"
"Tapt1",-0.1718703123785,9.31564418070607,-2.55922197125603,0.0329674601314749,0.279253779937199,-3.9893853524547,"Tapt1",15,-2.96920262495088,0.0171754501564511,0.193382846205968,"Tapt1"
"Clns1a",-0.220555397947217,8.12463771450583,-2.68159891646286,0.0271944854584379,0.259393739740004,-3.79950162432372,"Clns1a",7,-2.96561377768885,0.0172717168467897,0.194067422147091,"Clns1a"
"Slc12a7",-0.206845066805382,7.97859327166417,-3.26827103840268,0.0109709537195789,0.183439356703123,-2.89122446794456,"Slc12a7",10,-2.95662949797213,0.017515168335139,0.195310857576204,"Slc12a7"
"Reep4",-0.41854528771561,5.20784976140122,-3.08982918083267,0.0144107705917693,0.20706975704207,-3.16591065572898,"Reep4",4,-2.95517044873484,0.0175550390775794,0.195310857576204,"Reep4"
"Ggh",0.426233320119191,4.96357596236362,3.63310526377818,0.00635599003605632,0.144341313732212,-2.33833744473803,"Ggh",4,2.95506235912447,0.0175579965268507,0.195310857576204,"Ggh"
"Epsti1",0.347490049851535,6.50670952848682,2.93995653847906,0.0181656689322754,0.223447807787307,-3.39804375909521,"Epsti1",6,2.95377321710809,0.0175933086430508,0.195310857576204,"Epsti1"
"Pspc1",0.14656259360803,9.82753371014208,2.39284902159475,0.0428627971306061,0.312310553793178,-4.24617751439379,"Pspc1",14,2.95301643510432,0.0176140726213167,0.195310857576204,"Pspc1"
"Dpf2",-0.180176627606066,8.72788451610154,-2.67056046329335,0.027670020187472,0.259393739740004,-3.81664910592747,"Dpf2",10,-2.95079246767581,0.0176752390027652,0.195310857576204,"Dpf2"
"Znf787",-0.379414047791375,6.52003269023274,-3.11993883690406,0.0137593542965621,0.206078937272606,-3.1194115426038,"Znf787",3,-2.9507448240532,0.0176765517612674,0.195310857576204,"Znf787"
"Rnaset2a",0.23490807862661,8.64377696786524,3.17747329678611,0.0125986872613022,0.195852320152971,-3.03071770611857,"Rnaset2a",4,2.95012659056456,0.0176935955413159,0.195310857576204,"Rnaset2a"
"Acad10",0.542285905056612,3.43700218026947,3.02108224872645,0.0160214685708227,0.213542666587267,-3.27226468035368,"Acad10",5,2.94976341275576,0.0177036157452115,0.195310857576204,"Acad10"
"Ado",0.289008802057129,6.7861092399511,3.26998583735171,0.0109424252427124,0.183439356703123,-2.88859617465141,"Ado",4,2.94613323109243,0.0178040970947658,0.196024183707361,"Ado"
"Tgtp2",-0.505616687801705,8.51031647347654,-3.02821083051386,0.0158460720873863,0.212523790348475,-3.26122551289764,"Tgtp2",9,-2.94395260022703,0.0178647392934158,0.196296894404761,"Tgtp2"
"Nipbl",-0.114028227093771,10.7664880303964,-2.02224790920878,0.0768380629132951,0.397571883082122,-4.8059535949861,"Nipbl",49,-2.94077212842168,0.017953570003211,0.196877625365872,"Nipbl"
"Smc4",-0.112269917796349,11.9545249344133,-2.00360797442349,0.0791126321419322,0.400466533839642,-4.83342818480954,"Smc4",50,-2.93857029957937,0.0180153347831545,0.196948912779699,"Smc4"
"Cdc16",-0.156697119193254,8.95951175232436,-2.64150585485383,0.028962678982963,0.263881412517704,-3.86176852507442,"Cdc16",11,-2.937975587918,0.018032055062615,0.196948912779699,"Cdc16"
"Mprip",0.35871183605019,6.28129859589011,2.92262886054801,0.018661017456062,0.225415204237464,-3.42493940902261,"Mprip",7,2.93639510780294,0.0180765682240389,0.197041795462033,"Mprip"
"Cpne3",0.196924828148223,8.51854179310175,2.91697387927653,0.0188256865198979,0.226404739861277,-3.43371886609833,"Cpne3",6,2.9298029578983,0.0182634609054464,0.198548884873359,"Cpne3"
"Hsd17b11",0.571668371962605,7.66154332764697,2.98898951700215,0.0168364500282658,0.215254800361379,-3.32199083245332,"Hsd17b11",6,2.92818544893611,0.0183096231493182,0.198548884873359,"Hsd17b11"
"Epb41l3",0.201177078351744,5.62691344587331,2.91446124721513,0.0188993343386767,0.22662220326541,-3.43762005781215,"Epb41l3",7,2.92733596096016,0.0183339150719717,0.198548884873359,"Epb41l3"
"Atp11c",0.203273313564239,8.38569810520676,2.65399718352046,0.0283995450236044,0.262560396999888,-3.84237339778697,"Atp11c",11,2.92534116747264,0.0183910891933129,0.198548884873359,"Atp11c"
"Esyt2",0.148934208059897,10.3297915130117,2.32819846167295,0.0474693887976827,0.326200969734116,-4.34529372463819,"Esyt2",27,2.92516139409809,0.0183962508462707,0.198548884873359,"Esyt2"
"Crot",0.140518610236563,7.75227103820057,2.75308790449809,0.0243105722543632,0.246804176949676,-3.68839847568897,"Crot",9,2.91955900326167,0.0185578595145322,0.199898833195906,"Crot"
"Arhgef2",0.149125266703209,9.63876499181079,2.37696550139935,0.0439513751953733,0.315266587022397,-4.27057050608132,"Arhgef2",23,2.91762757371096,0.0186139138297505,0.200074989205514,"Arhgef2"
"Dse",-0.411783413831742,3.21883804688176,-2.82373468009418,0.0217681581042335,0.237755211868993,-3.57857671218041,"Dse",2,-2.91572507636849,0.0186692995561298,0.200074989205514,"Dse"
"Alcam",0.340414294036318,7.21359161140217,3.00262749345891,0.0164849801014211,0.215254800361379,-3.30085401267383,"Alcam",7,2.91293022754806,0.0187509725628122,0.200074989205514,"Alcam"
"Nme4",-0.27551501107304,4.71813428804055,-2.68930345739959,0.02686753014025,0.257476576055075,-3.78753157051688,"Nme4",2,-2.90946637365413,0.0188527082748172,0.200074989205514,"Nme4"
"Gemin5",-0.166422424619965,9.1851379117,-2.53949494837411,0.0340084563381007,0.281799878689641,-4.01993361623729,"Gemin5",16,-2.90941520515845,0.0188542153948488,0.200074989205514,"Gemin5"
"Srpk2",0.132411295128003,8.56587029544774,2.52989919194598,0.034526800345184,0.281827295125737,-4.03478516495816,"Srpk2",11,2.9085867074565,0.01887863534807,0.200074989205514,"Srpk2"
"Nrdc",-0.182846956145422,10.04029845194,-2.51384524764184,0.0354119433333459,0.282131901426758,-4.05961970422022,"Nrdc",25,-2.90787235070959,0.0188997172303187,0.200074989205514,"Nrdc"
"Psap",0.976191008303342,10.4060970184046,2.88327245873853,0.019838713196695,0.229994573331176,-3.48605814756821,"Psap",9,2.9072449220544,0.0189182537770462,0.200074989205514,"Psap"
"Ldlrap1",0.467967901100259,3.86273585791797,3.401487095609,0.00897110990762959,0.172490786738942,-2.68780345615824,"Ldlrap1",2,2.90675869093349,0.0189326317456002,0.200074989205514,"Ldlrap1"
"Ccdc167",-0.488871875028331,3.66693257029337,-3.34791713591314,0.0097247985755633,0.175293747459851,-2.76941306803264,"Ccdc167",2,-2.90651482065786,0.018939847296867,0.200074989205514,"Ccdc167"
"Tes",-0.180640222671775,8.9277622654452,-2.72916042880303,0.0252392063536341,0.251107158485611,-3.72559194979166,"Tes",8,-2.90403885804416,0.0190132662587397,0.200463570265556,"Tes"
"Sh3bgrl",0.247092432849982,9.81207853853805,2.66660750560955,0.0278423707745381,0.259988827437325,-3.82278905513236,"Sh3bgrl",9,2.9016793645324,0.0190835051445081,0.200817192597593,"Sh3bgrl"
"Egln1",-0.366683369910342,5.22338190673847,-3.06393889245855,0.0149966068119226,0.210205492375904,-3.2059350643303,"Egln1",5,-2.89241387811466,0.019361928151715,0.203104017810976,"Egln1"
"Ptrh2",0.284829557845141,8.7479284013233,2.78747573937126,0.0230369643424056,0.242897483851194,-3.63494056240694,"Ptrh2",7,2.89198046086228,0.0193750543306523,0.203104017810976,"Ptrh2"
"Rpa1",0.103547348342875,11.2329726916498,1.95665295260339,0.0851338491705199,0.413839317269675,-4.90226200097455,"Rpa1",25,2.88888596606827,0.0194690393843276,0.203699012449408,"Rpa1"
"Aldh16a1",0.23248665332099,6.85343845567708,2.71370517280776,0.0258582811166316,0.255870731049201,-3.74961294450315,"Aldh16a1",8,2.88603357610551,0.0195560880561224,0.20395408352798,"Aldh16a1"
"Get4",-0.184646048728075,6.8659315354653,-3.26524747164031,0.0110214460719206,0.183439356703123,-2.8958593091318,"Get4",5,-2.88564547483179,0.0195679630577832,0.20395408352798,"Get4"
"Bach1",-0.227069228200641,8.31345689304503,-2.81085939549083,0.0222102581386431,0.241581208676883,-3.59859016330161,"Bach1",10,-2.88389113646901,0.0196217346627415,0.204125726377417,"Bach1"
"Dlst",0.171109694870411,9.22649161322519,2.69409916816833,0.0266660476120174,0.257391510902312,-3.78008018129419,"Dlst",10,2.88181833571783,0.0196854638829139,0.204394226491565,"Dlst"
"Ppme1",-0.196886399075033,7.9431109012999,-2.60525464498567,0.0306622402666332,0.271056185361901,-3.91802602371402,"Ppme1",10,-2.87956743248964,0.0197549108519838,0.204394226491565,"Ppme1"
"Mrps33",-0.317425726669449,3.95252014890082,-3.4023785969678,0.00895910096879762,0.172490786738942,-2.6864476272137,"Mrps33",2,-2.87810886170786,0.0198000469440174,0.204394226491565,"Mrps33"
"Hp1bp3",-0.261305729117392,11.5009258325296,-2.6624246099341,0.0280259404620734,0.260125546189686,-3.82928572865176,"Hp1bp3",28,-2.87615150319022,0.0198607854539217,0.204394226491565,"Hp1bp3"
"Ints6",-0.227945534145134,6.84915269205398,-2.80335005710417,0.0224723638068702,0.241581208676883,-3.61026330422269,"Ints6",10,-2.87539416118718,0.019884337958751,0.204394226491565,"Ints6"
"Fam98a",-0.193513311835771,7.7311180838243,-2.67804366020287,0.0273467270022727,0.259393739740004,-3.8050247738841,"Fam98a",8,-2.87495324412022,0.0198980632610755,0.204394226491565,"Fam98a"
"Smc2",-0.119726870181173,12.2999935692205,-2.03697653080531,0.0750856412631674,0.39548139876094,-4.78418684672752,"Smc2",60,-2.87460169421208,0.0199090136549715,0.204394226491565,"Smc2"
"Vasp",-0.181208199742095,9.68770469211323,-2.58189744276116,0.0318107114421484,0.275144633979221,-3.95424631933551,"Vasp",14,-2.86995716802424,0.020054270369853,0.205499939070853,"Vasp"
"Fbxo38",-0.220487089637247,5.97414464587601,-2.7459389607232,0.0245842961311086,0.247744509078133,-3.699511431489,"Fbxo38",8,-2.86666931897553,0.0201577574935224,0.206174297204775,"Fbxo38"
"Rpf1",-0.345299064188594,7.05782703771371,-2.82550824216129,0.0217079730807167,0.237755211868993,-3.57581998742678,"Rpf1",8,-2.86483765243192,0.0202156489925499,0.206239076145284,"Rpf1"
"Gcfc2",-0.227386652806504,6.35901518660078,-2.85118420054325,0.0208556272074624,0.235395422222098,-3.53591481174292,"Gcfc2",7,-2.86408551050608,0.0202394707401348,0.206239076145284,"Gcfc2"
"Ufsp2",0.551087042786627,3.75879977767918,2.92314997249073,0.018645918242471,0.225415204237464,-3.42413041944782,"Ufsp2",4,2.86161742008773,0.0203178432520174,0.206652859247285,"Ufsp2"
"Golga2",-0.133476925725418,8.41802222846593,-2.33379683362357,0.0470516527379795,0.3261916542395,-4.33672944208838,"Golga2",18,-2.8553985272854,0.0205167098648704,0.208288379184733,"Golga2"
"Lbh",0.279908021162853,6.16289707233182,2.83812485219355,0.0212847512863575,0.236247779031073,-3.55621041352376,"Lbh",3,2.85128211339627,0.0206494459605962,0.209172544507942,"Lbh"
"Ostf1",0.196549366360637,8.68339880724033,3.16161650699145,0.0129079777191358,0.197850011426081,-3.05514031279333,"Ostf1",6,2.85033061041691,0.0206802533952479,0.209172544507942,"Ostf1"
"Cltb",-0.283546818216534,8.63832187272332,-2.97415552015025,0.0172275886119791,0.216214139643921,-3.34498985287827,"Cltb",7,-2.84557284068066,0.0208350105411806,0.210094911303491,"Cltb"
"Aup1",0.28719473132107,5.2423024731729,2.96887515808939,0.01736908497962,0.216994595909773,-3.35317871252955,"Aup1",6,2.84433583959887,0.0208754418032376,0.210094911303491,"Aup1"
"Ubr2",0.180220166464518,7.10573323620759,2.83169854473941,0.0214992477328804,0.236708015280325,-3.56619838392314,"Ubr2",10,2.84399401316763,0.0208866286091189,0.210094911303491,"Ubr2"
"Ubac2",-0.343483125990939,5.19234142476425,-3.24891126261081,0.0112985056858354,0.184985667583133,-2.92091391057049,"Ubac2",5,-2.84139549982127,0.020971871109115,0.210490628142003,"Ubac2"
"Steep1",-0.189029967586361,8.1821303776879,-2.578997824267,0.0319563027383328,0.275671430432072,-3.95874110038724,"Steep1",8,-2.84045224221725,0.0210029025887305,0.210490628142003,"Steep1"
"Dhx9",-0.206966334838897,5.21187532242993,-2.4729474647673,0.0377718889110709,0.293750134726816,-4.12280853250357,"Dhx9",44,-2.83826680404176,0.0210749813513802,0.210826870118377,"Dhx9"
"Mtpap",0.251481607281516,6.75458916143476,2.82381020201357,0.0217655918024068,0.237755211868993,-3.5784593245476,"Mtpap",11,2.8367670198205,0.0211245936018641,0.210937547790877,"Mtpap"
"Sirt7",-0.18690938102827,7.16166103547466,-2.94823833630656,0.0179337452258217,0.223030576990219,-3.38519225878617,"Sirt7",6,-2.83211735147748,0.0212791681732796,0.211106436852948,"Sirt7"
"Csde1",-0.165583996150252,10.6601984576317,-2.38208216375343,0.0435977154953139,0.314699430516732,-4.26271545393603,"Csde1",26,-2.83178979729715,0.0212901012502114,0.211106436852948,"Csde1"
"Farsa",0.18339908057566,9.83122080389515,2.47260317386528,0.0377924149940933,0.293750134726816,-4.12333996493344,"Farsa",15,2.83111964401293,0.0213124875879985,0.211106436852948,"Farsa"
"Pkn2",0.20799736589536,6.3108717466765,2.919497874008,0.0187520045682468,0.22601535021464,-3.42980020865695,"Pkn2",7,2.82998387425323,0.0213504830818145,0.211106436852948,"Pkn2"
"Cpne1",0.117469980795754,10.4109730689291,2.40435114075857,0.0420913989658908,0.309992106515955,-4.22849745033429,"Cpne1",12,2.82953073979173,0.0213656614691241,0.211106436852948,"Cpne1"
"Rpia",0.216159568611189,8.20268083603963,2.91072401583152,0.0190094282344341,0.22662220326541,-3.44342291864269,"Rpia",7,2.82931226518028,0.021372983555653,0.211106436852948,"Rpia"
"Apoe",0.410261880101634,3.81919406472816,3.08481860786733,0.0145222577792617,0.207471542662644,-3.17365372707865,"Apoe",3,2.82699035394859,0.0214509611728763,0.211494882050413,"Apoe"
"Pitpnb",-0.155280276439298,8.8594970608359,-2.50585004451974,0.0358612866607334,0.283573642496435,-4.07198170660148,"Pitpnb",14,-2.82409287378947,0.0215486790320579,0.211592487731984,"Pitpnb"
"Asah1",0.351016567988033,8.64000233012916,2.84393222680404,0.0210928106971004,0.235395422222098,-3.54718485178814,"Asah1",7,2.82284652088936,0.0215908531728306,0.211592487731984,"Asah1"
